horizon_d,t_entry,t_res,price,outcome,yes_token,condition_id,question,n_visible,bulls,bears,entry,ret
7,2026-06-07,2026-06-14,0.7855,1.0,20257190540739490630509657713144742134547949967093643458458133445357169845406,0x713641f745d71f6ec61f906237ffca3c8583f251e49384429a63ceb0ccdb2d37,Will the New York Knicks win the 2026 NBA Fin,27,1,0,0.8055,0.24146492861576663
3,2026-06-11,2026-06-14,0.6265,1.0,20257190540739490630509657713144742134547949967093643458458133445357169845406,0x713641f745d71f6ec61f906237ffca3c8583f251e49384429a63ceb0ccdb2d37,Will the New York Knicks win the 2026 NBA Fin,28,1,1,0.6465,0.5467904098994587
7,2026-06-09,2026-06-16,0.585,0.0,5699266164849713169703648234886411053444418385408086203990916861286572010447,0x3ceb5b631318be5000758200590efe2b308a581d6787c3e7bc050bfd8f627627,Will Belgium win on 2026-06-15?,27,0,0,0.605,-1.0
3,2026-06-13,2026-06-16,0.605,0.0,5699266164849713169703648234886411053444418385408086203990916861286572010447,0x3ceb5b631318be5000758200590efe2b308a581d6787c3e7bc050bfd8f627627,Will Belgium win on 2026-06-15?,28,3,0,0.625,-1.0
7,2026-06-19,2026-06-26,0.455,0.0,101491499269793539765890729500440478078979559571972876836355209033272846559170,0xe1bd581c13be7103749ca1a64d21230ed6693a162fc057d81e3d1e9237fc81f8,Will Japan win on 2026-06-25?,34,0,0,0.47500000000000003,-1.0
3,2026-06-23,2026-06-26,0.515,0.0,101491499269793539765890729500440478078979559571972876836355209033272846559170,0xe1bd581c13be7103749ca1a64d21230ed6693a162fc057d81e3d1e9237fc81f8,Will Japan win on 2026-06-25?,38,2,2,0.535,-1.0
3,2026-06-08,2026-06-11,0.445,0.0,38917726255542427535889485465354648715024023213222042338581016592713743648739,0xcc5ffe6f0dd2ebbdae948dff2ebb541c17fb03eecd9e152bd0c91646d4e0049a,Spurs vs. Knicks,27,0,0,0.465,-1.0
7,2026-05-16,2026-05-23,0.029,0.0,3186812161617275136941873065600103851370007880588093249814268822949706568368,0xaa145cf5714455f546afe53037b8712df749ba96c04820c2d41f37f877f29697,"Will Trump say ""Iran"" during events with Xi J",22,0,0,0.049,-1.0
3,2026-05-20,2026-05-23,0.0115,0.0,3186812161617275136941873065600103851370007880588093249814268822949706568368,0xaa145cf5714455f546afe53037b8712df749ba96c04820c2d41f37f877f29697,"Will Trump say ""Iran"" during events with Xi J",24,0,1,0.0315,-1.0
7,2026-06-06,2026-06-13,0.495,1.0,1053697017401072331517873943000159665286188444438499834342450614809920055961,0x26c10c27cde58e2d6214d65ab562d8142d34723b3b6ec3f40836d24f6d22dfc9,Will United States win on 2026-06-12?,26,0,0,0.515,0.941747572815534
3,2026-06-10,2026-06-13,0.495,1.0,1053697017401072331517873943000159665286188444438499834342450614809920055961,0x26c10c27cde58e2d6214d65ab562d8142d34723b3b6ec3f40836d24f6d22dfc9,Will United States win on 2026-06-12?,27,0,0,0.515,0.941747572815534
7,2026-04-17,2026-04-24,0.0015,0.0,2317130722330994677503722994963086323403276367952762140016618274858179343506,0x683b0254bde8d1ef08206953015629f25b9869d9770807baab939f6aaba4ae5c,Will Villarreal win the 2025–26 La Liga?,15,0,0,0.021500000000000002,-1.0
3,2026-04-21,2026-04-24,0.0005,0.0,2317130722330994677503722994963086323403276367952762140016618274858179343506,0x683b0254bde8d1ef08206953015629f25b9869d9770807baab939f6aaba4ae5c,Will Villarreal win the 2025–26 La Liga?,15,0,0,0.0205,-1.0
7,2026-06-09,2026-06-16,0.505,0.0,98258440478094610167729510800284333090952142769785486649204893493792445830714,0xe70fd51f42e61fc309d8e57019a7b76c8dc7bd19b473351d56ff1e125ae0d9d4,Will IR Iran win on 2026-06-15?,27,0,0,0.525,-1.0
3,2026-06-13,2026-06-16,0.525,0.0,98258440478094610167729510800284333090952142769785486649204893493792445830714,0xe70fd51f42e61fc309d8e57019a7b76c8dc7bd19b473351d56ff1e125ae0d9d4,Will IR Iran win on 2026-06-15?,28,2,1,0.545,-1.0
7,2026-04-16,2026-04-23,0.125,0.0,10355316169421062771540371697837923442956106006258739802114788264214901200573,0xbbc6689d0f6d57ea42168836712237c7308b3e0118c8914d31b6126d0f3254c5,"US x Iran permanent peace deal by April 22, 2",15,0,0,0.145,-1.0
3,2026-04-20,2026-04-23,0.125,0.0,10355316169421062771540371697837923442956106006258739802114788264214901200573,0xbbc6689d0f6d57ea42168836712237c7308b3e0118c8914d31b6126d0f3254c5,"US x Iran permanent peace deal by April 22, 2",15,1,0,0.145,-1.0
7,2026-06-18,2026-06-25,0.585,0.0,101279272797775203956659007084828831261331275405585994446661991301016814257223,0xe690620297dfea974d20df84b4cf90460e46a26ec864353482717b90509a3c0b,Will Germany win on 2026-06-25?,33,0,0,0.605,-1.0
3,2026-06-22,2026-06-25,0.505,0.0,101279272797775203956659007084828831261331275405585994446661991301016814257223,0xe690620297dfea974d20df84b4cf90460e46a26ec864353482717b90509a3c0b,Will Germany win on 2026-06-25?,37,1,1,0.525,-1.0
7,2026-04-28,2026-05-05,0.0805,1.0,96351650250139397447438653380483970772060142397849794315678720298272472897874,0xf220061c0e83defd413070f97fb55660485ca8540c43be13d9e71082ca2cad57,QatarEnergy announces/resumes LNG production ,17,0,0,0.1005,8.950248756218905
3,2026-05-02,2026-05-05,0.989,1.0,96351650250139397447438653380483970772060142397849794315678720298272472897874,0xf220061c0e83defd413070f97fb55660485ca8540c43be13d9e71082ca2cad57,QatarEnergy announces/resumes LNG production ,18,0,0,0.99,0.010101010101010166
7,2026-05-02,2026-05-09,0.0025,0.0,16894424691858208925745474726543713759924126381815674402361002638388880101929,0x5ec80dc407457301f282a2b44341947afc700dfaa7923d14c8894e04bc63b03f,Will the next Prime Minister of Hungary be Vi,18,0,0,0.0225,-1.0
3,2026-05-06,2026-05-09,0.0005,0.0,16894424691858208925745474726543713759924126381815674402361002638388880101929,0x5ec80dc407457301f282a2b44341947afc700dfaa7923d14c8894e04bc63b03f,Will the next Prime Minister of Hungary be Vi,21,0,0,0.0205,-1.0
7,2026-06-13,2026-06-20,0.435,0.0,28938745417558857896442238911870725474349404919267969141124175484009211562921,0x7bed81b0bd1cbe7cae0ad49fcf2d9e068d1ea2da49a36e638712daa55712a184,Will Türkiye win on 2026-06-19?,28,0,0,0.455,-1.0
3,2026-06-17,2026-06-20,0.475,0.0,28938745417558857896442238911870725474349404919267969141124175484009211562921,0x7bed81b0bd1cbe7cae0ad49fcf2d9e068d1ea2da49a36e638712daa55712a184,Will Türkiye win on 2026-06-19?,30,1,0,0.495,-1.0
3,2026-06-06,2026-06-09,0.465,1.0,103146822800955228694960469584465618974402104793575818808187047895725122181216,0x0923f4cd56ffdd032deca9984f9779303b58c6ef9317c0c6490acccb477ba150,Spurs vs. Knicks,26,0,0,0.48500000000000004,1.0618556701030926
7,2026-04-22,2026-04-29,0.0015,0.0,82402823484466457361170410951601106261368113664328436062375970009969959380598,0x6331a779482df72d904c3c1e12b6409ff836bc06f8c97945cba9b25ada2c605c,Will the Portland Trail Blazers win the 2026 ,16,0,0,0.021500000000000002,-1.0
3,2026-04-26,2026-04-29,0.0015,0.0,82402823484466457361170410951601106261368113664328436062375970009969959380598,0x6331a779482df72d904c3c1e12b6409ff836bc06f8c97945cba9b25ada2c605c,Will the Portland Trail Blazers win the 2026 ,17,0,0,0.021500000000000002,-1.0
7,2026-04-29,2026-05-06,0.1125,0.0,39199930181061027002976945656289590914091865583643541107948177704448092689848,0xcb06319aa9e029904c93c1df7d10b7ce7d6aab2b25b8f661e0cf57ea048a1567,Will Atletico Madrid win the 2025–26 Champion,17,0,0,0.1325,-1.0
3,2026-05-03,2026-05-06,0.0865,0.0,39199930181061027002976945656289590914091865583643541107948177704448092689848,0xcb06319aa9e029904c93c1df7d10b7ce7d6aab2b25b8f661e0cf57ea048a1567,Will Atletico Madrid win the 2025–26 Champion,20,0,0,0.1065,-1.0
7,2026-05-02,2026-05-09,0.9955,1.0,94192784911459194325909253314484842244405314804074606736702592885535642919725,0x1480b819d03d4b6388d70e848b0384adf38c38d955cb783cdbcf6d4a436dee14,Will the next Prime Minister of Hungary be Pé,18,0,1,0.99,0.010101010101010166
3,2026-05-06,2026-05-09,0.9975,1.0,94192784911459194325909253314484842244405314804074606736702592885535642919725,0x1480b819d03d4b6388d70e848b0384adf38c38d955cb783cdbcf6d4a436dee14,Will the next Prime Minister of Hungary be Pé,21,0,1,0.99,0.010101010101010166
7,2026-04-24,2026-05-01,0.075,0.0,64575112906857627673396031002364315784778510108272214779568803819416675082435,0xceb6dfaa2cf5abc9d47ebc867b984a7715104944249274e8a483a2e17473e5f5,"US x Iran permanent peace deal by April 30, 2",17,0,0,0.095,-1.0
3,2026-04-28,2026-05-01,0.0155,0.0,64575112906857627673396031002364315784778510108272214779568803819416675082435,0xceb6dfaa2cf5abc9d47ebc867b984a7715104944249274e8a483a2e17473e5f5,"US x Iran permanent peace deal by April 30, 2",17,0,0,0.035500000000000004,-1.0
7,2026-05-05,2026-05-12,0.0265,0.0,86297520870744792204751483474339201341298076835836561764334428915355504860913,0x796e791e7058571e460278814fc7a3183752285338f1400087b98bef3c447908,Will the Los Angeles Lakers win the 2026 NBA ,20,0,0,0.0465,-1.0
3,2026-05-09,2026-05-12,0.0075,0.0,86297520870744792204751483474339201341298076835836561764334428915355504860913,0x796e791e7058571e460278814fc7a3183752285338f1400087b98bef3c447908,Will the Los Angeles Lakers win the 2026 NBA ,22,0,0,0.0275,-1.0
7,2026-05-07,2026-05-14,0.0025,0.0,29577345180542753188700941748705224076025927865234220835903826643992439907745,0x14fd8ab261d14215058b77a9541a5013ccc3d3eb677276a9de54445a31acd194,Will Judy Shelton be confirmed as Fed Chair?,22,0,0,0.0225,-1.0
3,2026-05-11,2026-05-14,0.0015,0.0,29577345180542753188700941748705224076025927865234220835903826643992439907745,0x14fd8ab261d14215058b77a9541a5013ccc3d3eb677276a9de54445a31acd194,Will Judy Shelton be confirmed as Fed Chair?,22,0,0,0.021500000000000002,-1.0
7,2026-06-11,2026-06-18,0.495,0.0,37088846718363125743947103938325144949409419304219830474975395227343762118615,0x825bc4151fd9c139c4f0400c1a6f5d60cf67b2d04f12d69fd9fb5de67b13e4bc,Will Czechia win on 2026-06-18?,28,0,0,0.515,-1.0
3,2026-06-15,2026-06-18,0.545,0.0,37088846718363125743947103938325144949409419304219830474975395227343762118615,0x825bc4151fd9c139c4f0400c1a6f5d60cf67b2d04f12d69fd9fb5de67b13e4bc,Will Czechia win on 2026-06-18?,28,2,1,0.5650000000000001,-1.0
7,2026-05-23,2026-05-30,0.425,0.0,76184513907290761912636659055080401703643418316153242056949287928791438454394,0x8df5a4256840dee05851250c0490da7593597faff3a7f9a156ccbbda7fec76f8,Will Arsenal win the 2025–26 Champions League,25,0,1,0.445,-1.0
3,2026-05-27,2026-05-30,0.425,0.0,76184513907290761912636659055080401703643418316153242056949287928791438454394,0x8df5a4256840dee05851250c0490da7593597faff3a7f9a156ccbbda7fec76f8,Will Arsenal win the 2025–26 Champions League,25,0,1,0.445,-1.0
3,2026-05-24,2026-05-27,0.63,0.0,72964978221398605522514751377428383911377976290846845653048953950250638951071,0x421bc1929df1429cf2cb94f80c1ce6a3ed0d1f0b7a2749b9890075f94eb549e9,"US x Iran permanent peace deal by May 26, 202",25,0,0,0.65,-1.0
7,2026-06-16,2026-06-23,0.455,1.0,87342664839192211473271920800753463563092786516324349723605782526214890691197,0x9814196ae917e1c962ce23612be50554586828a996b06c800d502a137001bc25,Will Norway win on 2026-06-22?,28,0,0,0.47500000000000003,1.1052631578947367
3,2026-06-20,2026-06-23,0.425,1.0,87342664839192211473271920800753463563092786516324349723605782526214890691197,0x9814196ae917e1c962ce23612be50554586828a996b06c800d502a137001bc25,Will Norway win on 2026-06-22?,34,3,1,0.445,1.2471910112359552
7,2026-06-24,2026-07-01,0.0015,0.0,13915689317269078219168496739008737517740566192006337297676041270492637394586,0xa0f4c4924ea1a8b410b4ce821c2a9955fad21a1b19bdcfde90816732278b3dd5,"Will Bitcoin hit $150k by June 30, 2026?",38,0,0,0.021500000000000002,-1.0
3,2026-06-28,2026-07-01,0.0015,0.0,13915689317269078219168496739008737517740566192006337297676041270492637394586,0xa0f4c4924ea1a8b410b4ce821c2a9955fad21a1b19bdcfde90816732278b3dd5,"Will Bitcoin hit $150k by June 30, 2026?",41,0,0,0.021500000000000002,-1.0
7,2026-05-02,2026-05-09,0.0005,0.0,112334119315898655379557681849814313140380376299028916203775469724730149194325,0x068d4f079da544e312b1a7b86e2c5dd39d3fc6a0f5a21b0ec866d1ff34767839,Will the next Prime Minister of Hungary be Is,18,0,0,0.0205,-1.0
3,2026-05-06,2026-05-09,0.0005,0.0,112334119315898655379557681849814313140380376299028916203775469724730149194325,0x068d4f079da544e312b1a7b86e2c5dd39d3fc6a0f5a21b0ec866d1ff34767839,Will the next Prime Minister of Hungary be Is,21,0,0,0.0205,-1.0
7,2026-06-10,2026-06-17,0.0005,0.0,11019686559003253359318459636510036787281809199165975947920974072245914352862,0xb01e70a56199a6d5467f47a2b94e75e7c7218c128c8d0b8beb6dafed2f0d15c2,Will the Fed increase interest rates by 50+ b,27,0,0,0.0205,-1.0
3,2026-06-14,2026-06-17,0.0005,0.0,11019686559003253359318459636510036787281809199165975947920974072245914352862,0xb01e70a56199a6d5467f47a2b94e75e7c7218c128c8d0b8beb6dafed2f0d15c2,Will the Fed increase interest rates by 50+ b,28,0,0,0.0205,-1.0
7,2026-06-15,2026-06-22,0.625,1.0,43065377931595109421738195806896155428299627622642742017785976384593510801128,0x5bdcf0fd010eba1a55a0f3de9be6612fc72038279a734e994ce2e34664a3cfe4,Will Argentina win on 2026-06-22?,28,0,0,0.645,0.5503875968992247
3,2026-06-19,2026-06-22,0.615,1.0,43065377931595109421738195806896155428299627622642742017785976384593510801128,0x5bdcf0fd010eba1a55a0f3de9be6612fc72038279a734e994ce2e34664a3cfe4,Will Argentina win on 2026-06-22?,34,1,1,0.635,0.5748031496062991
7,2026-06-08,2026-06-15,0.905,0.0,3612393435281522540359979834655761894598376313180591710384535406994913064931,0xa5501b4dc0c99c382b1c2871ad9141c7f58509a0f962f70a38bb6566ec570049,Will Spain win on 2026-06-15?,27,0,0,0.925,-1.0
3,2026-06-12,2026-06-15,0.905,0.0,3612393435281522540359979834655761894598376313180591710384535406994913064931,0xa5501b4dc0c99c382b1c2871ad9141c7f58509a0f962f70a38bb6566ec570049,Will Spain win on 2026-06-15?,28,1,0,0.925,-1.0
7,2026-06-20,2026-06-27,0.635,1.0,21212784061998732060753310583727616688784929823373352237868078199791664491531,0xe322faca2a534900680db54e3a4349a61427d347b6f906d2eeb01f81ae1b082c,Will Spain win on 2026-06-26?,34,0,0,0.655,0.5267175572519083
3,2026-06-24,2026-06-27,0.645,1.0,21212784061998732060753310583727616688784929823373352237868078199791664491531,0xe322faca2a534900680db54e3a4349a61427d347b6f906d2eeb01f81ae1b082c,Will Spain win on 2026-06-26?,38,2,0,0.665,0.5037593984962405
7,2026-04-24,2026-05-01,0.67,1.0,15145237739766757543920295010173333079386008614623370487057624811543913015599,0x02f8dd15d4c674a75fccbd0e00f0cf1256101c45ef41f6d0c5dfde9c36d4141e,Israel x Hezbollah Ceasefire extended by Apri,17,0,0,0.6900000000000001,0.44927536231884035
3,2026-04-28,2026-05-01,0.997,1.0,15145237739766757543920295010173333079386008614623370487057624811543913015599,0x02f8dd15d4c674a75fccbd0e00f0cf1256101c45ef41f6d0c5dfde9c36d4141e,Israel x Hezbollah Ceasefire extended by Apri,17,0,0,0.99,0.010101010101010166
7,2026-05-25,2026-06-01,0.0135,0.0,99787107393065498256888522570939526464960671564345515510320748534859284179297,0xbcacd5a055f5a9ced6f69f122216c073dd6987d08253fc07bbcc168fa5b81d55,US obtains Iranian enriched uranium by May 31,25,0,1,0.0335,-1.0
3,2026-05-29,2026-06-01,0.0065,0.0,99787107393065498256888522570939526464960671564345515510320748534859284179297,0xbcacd5a055f5a9ced6f69f122216c073dd6987d08253fc07bbcc168fa5b81d55,US obtains Iranian enriched uranium by May 31,25,1,0,0.0265,-1.0
7,2026-04-24,2026-05-01,0.0075,0.0,46018378684967856456278619377189791752501136727354913341087475972513992392267,0xfda648d24cdad32dfe959195bd75ef4c81fbea5130eb6c7a4a0c18607a11ce63,Will the Atlanta Hawks win the 2026 NBA Final,17,0,0,0.0275,-1.0
3,2026-04-28,2026-05-01,0.0045,0.0,46018378684967856456278619377189791752501136727354913341087475972513992392267,0xfda648d24cdad32dfe959195bd75ef4c81fbea5130eb6c7a4a0c18607a11ce63,Will the Atlanta Hawks win the 2026 NBA Final,17,0,0,0.0245,-1.0
3,2026-06-15,2026-06-18,0.135,1.0,62615244151326502594357917056983333482460956596991248871413253808974023938686,0x2de8d7b9d103366e37f3a448db8289c5c571dec5c0b9eeddbc673546d4bd9322,"US and Iran sign an agreement by June 15, 202",28,0,0,0.155,5.451612903225807
7,2026-04-18,2026-04-25,0.0005,0.0,25809383138093824706090718781537708242092412302214045832942141727122297283403,0x2ca58175aa8080357d9706c535bb0be218ce7bb156dc48753e0d8b8ee6b56635,Will Aston Villa win the 2025–26 English Prem,15,0,0,0.0205,-1.0
3,2026-04-22,2026-04-25,0.0005,0.0,25809383138093824706090718781537708242092412302214045832942141727122297283403,0x2ca58175aa8080357d9706c535bb0be218ce7bb156dc48753e0d8b8ee6b56635,Will Aston Villa win the 2025–26 English Prem,16,0,0,0.0205,-1.0
7,2026-06-17,2026-06-24,0.0005,0.0,112181485529919660901332188537214992263355343785744498550605179448744432717486,0x9779c09fd4dd0a1c82dd82618269c2aa5669d91305293b396d1e0b8a166b566e,Will Panama win the 2026 FIFA World Cup?,30,0,0,0.0205,-1.0
3,2026-06-21,2026-06-24,0.0005,0.0,112181485529919660901332188537214992263355343785744498550605179448744432717486,0x9779c09fd4dd0a1c82dd82618269c2aa5669d91305293b396d1e0b8a166b566e,Will Panama win the 2026 FIFA World Cup?,36,0,0,0.0205,-1.0
7,2026-06-09,2026-06-16,0.665,1.0,10541943766977992250149902475024620982770128161688998706490955791758263657916,0x04b6d6630d49e6513355ff045c96439c929335cb0d18da7792dea6c2fc717ead,Will France win on 2026-06-16?,27,0,0,0.685,0.45985401459854014
3,2026-06-13,2026-06-16,0.665,1.0,10541943766977992250149902475024620982770128161688998706490955791758263657916,0x04b6d6630d49e6513355ff045c96439c929335cb0d18da7792dea6c2fc717ead,Will France win on 2026-06-16?,28,3,0,0.685,0.45985401459854014
7,2026-06-08,2026-06-15,0.485,0.0,46118045327286643463479614908512136607324773588723756546332480247027286666715,0x2153377bdb8920a0d3227e9a2a68ddb9a001025918b695fe55f66677836e62c6,Will Netherlands win on 2026-06-14?,27,0,2,0.505,-1.0
3,2026-06-12,2026-06-15,0.485,0.0,46118045327286643463479614908512136607324773588723756546332480247027286666715,0x2153377bdb8920a0d3227e9a2a68ddb9a001025918b695fe55f66677836e62c6,Will Netherlands win on 2026-06-14?,28,2,1,0.505,-1.0
7,2026-05-23,2026-05-30,0.575,1.0,104259436423064082971150541232006260758664018969024622611484550356541952860834,0x6e9f90a6f471b52d03499a81586ca478519474eb152f1327c8c767f020d62529,Will PSG win the 2025–26 Champions League?,25,0,1,0.595,0.680672268907563
3,2026-05-27,2026-05-30,0.575,1.0,104259436423064082971150541232006260758664018969024622611484550356541952860834,0x6e9f90a6f471b52d03499a81586ca478519474eb152f1327c8c767f020d62529,Will PSG win the 2025–26 Champions League?,25,0,1,0.595,0.680672268907563
7,2026-05-13,2026-05-20,0.0005,0.0,43478780997313571844864646081201368302664941062507392308569466005072068318763,0xe06c8e9546be61e4ba8b03ad431dfff590fc6b21a5b746e71f62ae85f1dcad6a,Will Club Brugge win the 2025–26 Champions Le,22,0,0,0.0205,-1.0
3,2026-05-17,2026-05-20,0.0005,0.0,43478780997313571844864646081201368302664941062507392308569466005072068318763,0xe06c8e9546be61e4ba8b03ad431dfff590fc6b21a5b746e71f62ae85f1dcad6a,Will Club Brugge win the 2025–26 Champions Le,23,0,0,0.0205,-1.0
7,2026-06-21,2026-06-28,0.475,0.0,68238163315667435120694805573568977252273759352712823951184501420027891362809,0x597e0e209cef883bb95c6905f07d8066c3ef35652087d3611c43b93f0ed237c2,Will Portugal win on 2026-06-27?,36,1,0,0.495,-1.0
3,2026-06-25,2026-06-28,0.515,0.0,68238163315667435120694805573568977252273759352712823951184501420027891362809,0x597e0e209cef883bb95c6905f07d8066c3ef35652087d3611c43b93f0ed237c2,Will Portugal win on 2026-06-27?,38,2,2,0.535,-1.0
7,2026-05-11,2026-05-18,0.0535,0.0,59742411602053785892348440048778056320272639465974092140970920277782290781360,0xe202539dfbeced92dc4112f134a205c80ca6cf4db32bd82f05b291c297219fd8,Will the Detroit Pistons win the 2026 NBA Fin,22,0,0,0.0735,-1.0
3,2026-05-15,2026-05-18,0.0175,0.0,59742411602053785892348440048778056320272639465974092140970920277782290781360,0xe202539dfbeced92dc4112f134a205c80ca6cf4db32bd82f05b291c297219fd8,Will the Detroit Pistons win the 2026 NBA Fin,22,0,0,0.037500000000000006,-1.0
7,2026-06-01,2026-06-08,0.095,0.0,15995243820336177841554632127584222169952027258346817014909996961549144471612,0x366f89649caea042c96ee741b185461ec7faa408a2664ec44469a0061924b537,"US x Iran permanent peace deal by June 7, 202",26,0,0,0.115,-1.0
3,2026-06-05,2026-06-08,0.0275,0.0,15995243820336177841554632127584222169952027258346817014909996961549144471612,0x366f89649caea042c96ee741b185461ec7faa408a2664ec44469a0061924b537,"US x Iran permanent peace deal by June 7, 202",26,0,0,0.0475,-1.0
7,2026-05-19,2026-05-26,0.0435,0.0,21929863894047830651599085392978377118642353711084157807549430066031384497667,0x6b44bd667fad6cb5b3b68d8bd1055a038c77d9176dbd51f123879797cc3368a7,Will the Cleveland Cavaliers win the 2026 NBA,24,0,0,0.0635,-1.0
3,2026-05-23,2026-05-26,0.0185,0.0,21929863894047830651599085392978377118642353711084157807549430066031384497667,0x6b44bd667fad6cb5b3b68d8bd1055a038c77d9176dbd51f123879797cc3368a7,Will the Cleveland Cavaliers win the 2026 NBA,25,0,0,0.0385,-1.0
7,2026-06-19,2026-06-26,0.545,1.0,24577773509300358817327680170546846259151744300648018180120742538153285610470,0x09620e07d807241bb41e5cf07d42dfd3e08943ee39e5c93ae3890e3b6164822e,Will France win on 2026-06-26?,34,1,0,0.5650000000000001,0.7699115044247786
3,2026-06-23,2026-06-26,0.555,1.0,24577773509300358817327680170546846259151744300648018180120742538153285610470,0x09620e07d807241bb41e5cf07d42dfd3e08943ee39e5c93ae3890e3b6164822e,Will France win on 2026-06-26?,38,2,0,0.5750000000000001,0.7391304347826084
7,2026-06-18,2026-06-25,0.745,1.0,42374815657442465500075937904016131801776204492796944288908751005433960581826,0x649bd3dc845f647aa8c9a739ad8de245b853224961afd01127de0071c13f84b3,Will Morocco win on 2026-06-24?,33,0,0,0.765,0.30718954248366015
3,2026-06-22,2026-06-25,0.825,1.0,42374815657442465500075937904016131801776204492796944288908751005433960581826,0x649bd3dc845f647aa8c9a739ad8de245b853224961afd01127de0071c13f84b3,Will Morocco win on 2026-06-24?,37,1,0,0.845,0.18343195266272194
3,2026-06-11,2026-06-14,0.375,1.0,110136933550893624733134445460153301975615510734202337526927943993346922198810,0xd90bf5f45f24c5de7881707cb5374f3d991388a2d220fa7e0fe2be912cd7642a,Knicks vs. Spurs,28,0,1,0.395,1.531645569620253
7,2026-06-10,2026-06-17,0.695,1.0,7496871387824498705150337097986995704782987980926026827618928384721521953608,0x2a7a6ab8f4984f1ae82eacd7fb408832a50e63162ac6b98fff1fe094b8e9d3b5,Will Argentina win on 2026-06-16?,27,0,0,0.715,0.39860139860139876
3,2026-06-14,2026-06-17,0.705,1.0,7496871387824498705150337097986995704782987980926026827618928384721521953608,0x2a7a6ab8f4984f1ae82eacd7fb408832a50e63162ac6b98fff1fe094b8e9d3b5,Will Argentina win on 2026-06-16?,28,4,1,0.725,0.3793103448275863
7,2026-06-08,2026-06-15,0.505,1.0,77891685052397355147816140430897431230743681776824155461036740561521945442239,0xc6f7e4a015ec643eb49c749da19553a2257add76278a252805a12dfa85103269,Will Sweden win on 2026-06-14?,27,0,0,0.525,0.9047619047619047
3,2026-06-12,2026-06-15,0.505,1.0,77891685052397355147816140430897431230743681776824155461036740561521945442239,0xc6f7e4a015ec643eb49c749da19553a2257add76278a252805a12dfa85103269,Will Sweden win on 2026-06-14?,28,2,0,0.525,0.9047619047619047
7,2026-05-09,2026-05-16,0.1845,0.0,88304163265734087403223321042172792808390195323159743956352682998398711353447,0x1db02ba50e2312a62b4104de691cc7a76065d8d0da40decf93eb1b914a3217b7,"US x Iran permanent peace deal by May 15, 202",22,0,0,0.2045,-1.0
3,2026-05-13,2026-05-16,0.0155,0.0,88304163265734087403223321042172792808390195323159743956352682998398711353447,0x1db02ba50e2312a62b4104de691cc7a76065d8d0da40decf93eb1b914a3217b7,"US x Iran permanent peace deal by May 15, 202",22,0,0,0.035500000000000004,-1.0
7,2026-06-20,2026-06-27,0.595,1.0,23522010053796928314095406008924900761833610419543982088160250459540934114445,0x2cc359648ba6695498c169ceaa44c5444e0479102c453289c47ed9489e7f3e93,Will Croatia win on 2026-06-27?,34,0,0,0.615,0.6260162601626016
3,2026-06-24,2026-06-27,0.565,1.0,23522010053796928314095406008924900761833610419543982088160250459540934114445,0x2cc359648ba6695498c169ceaa44c5444e0479102c453289c47ed9489e7f3e93,Will Croatia win on 2026-06-27?,38,0,0,0.585,0.7094017094017095
7,2026-04-23,2026-04-30,0.375,0.0,105509530658065521929005822649620491538474208103684744366955937109627519057368,0x94a2b2a1b9227e44fc464614e63dfca6d4082310291c35623c3d34b70aa53693,Will Arsenal FC win on 2026-04-29?,16,0,0,0.395,-1.0
3,2026-04-27,2026-04-30,0.365,0.0,105509530658065521929005822649620491538474208103684744366955937109627519057368,0x94a2b2a1b9227e44fc464614e63dfca6d4082310291c35623c3d34b70aa53693,Will Arsenal FC win on 2026-04-29?,17,0,0,0.385,-1.0
7,2026-06-14,2026-06-21,0.695,0.0,73247571006255574285385183553023235681702880602976519365262465179094676130340,0xebb200cb08bbe89c2523a345947d083a992e27cc479cf1b5568407751e026d2c,Will Belgium win on 2026-06-21?,28,0,0,0.715,-1.0
3,2026-06-18,2026-06-21,0.685,0.0,73247571006255574285385183553023235681702880602976519365262465179094676130340,0xebb200cb08bbe89c2523a345947d083a992e27cc479cf1b5568407751e026d2c,Will Belgium win on 2026-06-21?,33,1,0,0.7050000000000001,-1.0
7,2026-05-04,2026-05-11,0.0315,0.0,5644679982684846699855787022092402984369447277920326773883608030240292167917,0x567f1ff714731fafa702d454a105b064a7ec4d10f6fb71ad3221f4918681c709,Will the Philadelphia 76ers win the 2026 NBA ,20,0,0,0.051500000000000004,-1.0
3,2026-05-08,2026-05-11,0.0075,0.0,5644679982684846699855787022092402984369447277920326773883608030240292167917,0x567f1ff714731fafa702d454a105b064a7ec4d10f6fb71ad3221f4918681c709,Will the Philadelphia 76ers win the 2026 NBA ,22,0,0,0.0275,-1.0
7,2026-05-12,2026-05-19,0.0075,0.0,9476445326282666463762072399564010356029268509631635291163637063240758755114,0xffe381a80c1e36f9e0b03a542aa8fe56e74a67d2566a4e29396d4427aa4244c9,Strait of Hormuz traffic returns to normal by,22,0,1,0.0275,-1.0
3,2026-05-16,2026-05-19,0.0005,0.0,9476445326282666463762072399564010356029268509631635291163637063240758755114,0xffe381a80c1e36f9e0b03a542aa8fe56e74a67d2566a4e29396d4427aa4244c9,Strait of Hormuz traffic returns to normal by,22,1,0,0.0205,-1.0
