token,condition_id,question,domain,end_date,entry_date,days_to_res,vix_max45,regime,in_strategy,entry_mid,entry_ask,spread,current_price,status,exit_date,outcome,pnl
52297037052047961948880635423329419090381323290184634129409093909890252744609,0x080f9a1940a57f74e1a418810add5ffeed367ba357f5d9e8b40226ed81a4806b,Israel closes its airspace by July 24?,geopolitics,2026-07-31T00:00:00Z,2026-07-20,10.25,22.2,calm,True,0.065,0.07,0.005,0.0015,lost,2026-07-25,0.0,-1.0
107384852639224919895110427712085747026625310263526105025442567117495140451904,0x9238690bc7157a8a6788205fb13690ad8bcd9ec598ff7f79cbc04f7ad6d9c828,Will Mohammad Bagher Ghalibaf sign a U.S. x Iran deal by July 31?,geopolitics,2026-08-01T03:59:00Z,2026-07-20,11.34,22.2,calm,True,0.0275,0.032,0.0045,0.0095,lost,2026-07-27,0.0,-1.0
4041912122563547970024635557261696068618666839090786586996637505354743961673,0x0bde18e0a0220d1f97173850504a1ed4fa90ef2c6a7bc0932952790053ca0c0e,Will Haley Stevens win the 2026 Michigan Democratic Primary?,politics,2026-08-04T00:00:00Z,2026-07-21,13.37,22.2,calm,True,0.1675,0.168,0.0005,0.0095,lost,2026-08-04,0.0,-1.0
20767774629957089451380232064378889923796792339033424837473107341428141867152,0x14ea3802ada17265002bff37ddc4ea65014d3e37cb80ef2ea8aa2f588a5f78bc,"Will Bitcoin dip to $62,500 in July?",crypto/financial,2026-08-01T04:00:00Z,2026-07-21,10.5,22.2,calm,True,0.2825,0.283,0.0005,0.323,won,2026-07-31,1.0,2.5336
19635529290686822752587228753253697947536505769289222876770655100012682432790,0x6a9afa1f367fbdbb37ba016d1bc0453c8c21ca018e4542f0bb7f69671872c897,US announces halt in Iran offensive operations by July 24?,geopolitics,2026-08-31T23:59:00Z,2026-07-22,40.37,22.2,calm,True,0.065,0.07,0.005,0.0075,lost,2026-07-25,0.0,-1.0
104539585373326792190307838695744325434462982606629157374937992998423597078951,0x968e7d0e59659dc602480ed9ca6fbd933a25912e1667dcec1f43d243cec5e0b0,Iran invades Kuwait by August 31?,geopolitics,2026-08-31T23:59:00Z,2026-07-23,39.25,22.2,calm,True,0.0805,0.081,0.0005,0.008,lost,2026-08-13,0.0,-1.0
10451124928493844849355057703558222404087423201197729105477623039880661055484,0xc1556ecbe613e403dfb9e38bf1b25a8aee2aa1687f2b343bc896dd2c9763ed74,Israel x Iran ceasefire continues through August 31?,geopolitics,2026-08-31T23:59:00Z,2026-07-23,39.14,22.2,calm,True,0.285,0.29,0.005,0.9915,won,2026-08-29,1.0,2.4483
3109457852846752249033108874039158826560100606171171798422919230059617165695,0xba34d786cd7bfbd719aa77c705f27969aba84d6649dca9adb365aad8c255db7a,US announces halt in Iran offensive operations by July 31?,geopolitics,2026-08-31T23:59:00Z,2026-07-24,38.77,22.2,calm,True,0.19,0.2,0.01,0.9995,won,2026-07-28,1.0,4.0
5999744809251301706347643347936329832844892022892714657139343310900542354250,0xbad91c213787a7542345b8abd72a1d55754987c47ba82ef5d4aa625ac046f024,Iran full airspace closure by August 31?,geopolitics,2026-08-31T23:59:00Z,2026-07-26,36.91,22.2,calm,True,0.345,0.35,0.005,0.0065,lost,2026-08-27,0.0,-1.0
6430907632998052116814470191717125432093703836620986590946516222943958571588,0x344704d91efb3ed0c3e2ecba372dcebbb4f4db899d781ec419ebe64442fff2d7,"Will Ethereum reach $2,100 in July?",crypto/financial,2026-08-01T04:00:00Z,2026-07-27,5.12,22.2,calm,True,0.175,0.18,0.005,0.009,lost,2026-07-30,0.0,-1.0
42894130249541195207287239751047299712517353957818777938153218245255549672763,0x3029c39e379d8b803324ca969a972810ecc8c6078fe56b52c082f8e535645b9f,Iran charges Hormuz fees by July 31?,geopolitics,2026-07-31T23:59:00Z,2026-07-27,4.85,22.2,calm,True,0.043,0.045,0.002,0.0095,lost,2026-07-30,0.0,-1.0
75664220377459757647456485621449233559415637505632291241092085394055106279391,0x5f4833193b8303cfa74a35571e1e05ab301d5804360aa03e5cd9cdc027add8fc,"Will Russia and Ukraine hold any diplomatic meeting by July 31, 2026?",geopolitics,2026-07-31T23:59:00Z,2026-07-27,4.85,22.2,calm,True,0.135,0.15,0.015,0.009,lost,2026-08-01,0.0,-1.0
73769773046007727374531947327192634252875100965138619052100765892266043959135,0x916d89e4ba22568763dd153531efd685a1d465ad157339e0ffc81dbb6885ca61,"Will Ethereum reach $2,300 in July?",crypto/financial,2026-08-01T04:00:00Z,2026-07-27,4.93,22.2,calm,True,0.023,0.025,0.002,0.01,lost,2026-07-27,0.0,-1.0
11728583497514710574356365513249856989304427730091039531942765980605070477300,0xa38f0aba5b78cfc9894826c431dc6c8b16e1dff8bb1f4ff3b9ab51d35e12cd55,Will NVIDIA be the largest company in the world by market cap on July 31?,ai/tech,2026-07-31T23:59:00Z,2026-07-27,4.36,22.2,calm,True,0.305,0.31,0.005,0.9955,won,2026-07-31,1.0,2.2258
94972551308090327216518221580327764770292183130323800762668011013448194991954,0x513bf1706e9cbf61b7cc56f12803b1b72a522bae3c5157e7b356abdf36e2e72d,Will Count Binface win the Clacton by-election?,politics,2026-08-13T16:00:00Z,2026-07-27,16.72,22.2,calm,True,0.04,0.041,0.001,0.0075,lost,2026-08-07,0.0,-1.0
12185556481340489379773654389350032355704902537483278634717505718103733768215,0xbdc0827c873d1c3c538e549ab94c77829f7e40fd3376b25164c0279f744a87bc,"US x Iran diplomatic meeting by August 31, 2026?",geopolitics,2026-08-31T23:59:00Z,2026-07-29,33.35,22.2,calm,True,0.315,0.32,0.005,0.0095,lost,2026-08-28,0.0,-1.0
41878064149386815676353154600518964373139503252597415711259793695317457863142,0x96f4c4f946f9f63a3a40ae309898e63bb37750418695b1d6c782725f58d25af2,"Will Ethereum dip to $1,700 in July?",crypto/financial,2026-08-01T04:00:00Z,2026-07-29,2.22,22.2,calm,True,0.0265,0.034,0.0075,0.0095,lost,2026-07-30,0.0,-1.0
82283291912489202302595502692326101345632588904573705648995568317366762287152,0x86fa2351e7a9469fd8bcd9a28ad5e300a59c3764747ad1eb7d6248546efbabfd,Will Jimmie Åkesson be the next Prime Minister of Sweden?,politics,2026-09-13T00:00:00Z,2026-07-30,44.96,22.2,calm,True,0.0265,0.03,0.0035,0.0085,lost,2026-08-15,0.0,-1.0
57183668547172424432356612075515208667422020948179508683908566129801961332276,0xdbaa19c72378f7eb2fc01c0b40404857a1b1e68e3561ce5bbe792a24ce79377e,Israel closes its airspace by August 15?,geopolitics,2026-08-15T00:00:00Z,2026-07-31,14.77,22.2,calm,True,0.115,0.12,0.005,0.0095,lost,2026-08-14,0.0,-1.0
82120567451390337669429362072587795539141464517734711915662146975094351939358,0x43e12647a58ee0b20d2539d23764b0d561ea7be322acb8823f7bb126e67c115e,Iran leadership change by August 31?,geopolitics,2026-08-31T00:00:00Z,2026-07-31,30.37,22.2,calm,True,0.032,0.038,0.006,0.0095,lost,2026-08-17,0.0,-1.0
96110530838807843426113330250159497141335912754658423609676858638351974335151,0xc6abfadd32d976a4c2026a49c959f55baf0b48a67fc76b69ce3ea2464cbbedd5,"Will Iran target Ukraine by August 31, 2026?",geopolitics,2026-08-31T23:59:00Z,2026-07-31,31.21,22.2,calm,True,0.041,0.044,0.003,0.01,lost,2026-08-16,0.0,-1.0
60736604095974956194543682313156464544142668961532964567135396949190081432607,0x833f0bac240ad7d5c947d58a8acac0f77a74cf03dccd8f9b72a28811836a920f,US x Iran Effective Ceasefire by August 14?,geopolitics,2026-08-14T23:59:00Z,2026-07-31,14.12,22.2,calm,True,0.345,0.35,0.005,0.9955,won,2026-08-12,1.0,1.8571
84812381466348372343010093926811364509998129875920797623158251015181621523164,0xbf08ec6654ade883d96f3e25a5330ccf4aae0d8e9efa690c694305e95738e8a1,Iran full airspace closure by August 15?,geopolitics,2026-08-15T23:59:00Z,2026-07-31,15.09,22.2,calm,True,0.28,0.29,0.01,0.0075,lost,2026-08-13,0.0,-1.0
23049660805530072869819844886227947973570151553018928470095538953784756251081,0xc4ab2d87e891efee9c32f9c4d8ebc4322377b39a0a8686d4f4d7c5c2d820f359,Ukraine signs peace deal with Russia by August 31?,geopolitics,2026-08-31T23:59:00Z,2026-07-31,31.05,22.2,calm,True,0.0335,0.044,0.0105,0.006,lost,2026-08-12,0.0,-1.0
2733927677128048321799490995863670177867675864619124917008384829265946209508,0xcd6c66b11ed8fdbdc1183fb761cf22959c6b481e843a715a7a9f53e22b90d420,"NATO x Russia military clash by August 31, 2026?",geopolitics,2026-08-31T00:00:00Z,2026-08-01,29.14,22.2,calm,True,0.058,0.067,0.009,0.01,lost,2026-08-30,0.0,-1.0
57748138085022719760345772310040703848567377822400132842014290209986511882046,0xac02cbb049e46d6a3627c0fdf52fa554982a9025d45968207b362acb6ca4b830,Will the Fed decrease interest rates by 25 bps after the September 2026 meeting?,crypto/financial,2026-09-16T00:00:00Z,2026-08-02,44.96,22.2,calm,True,0.0205,0.021,0.0005,0.0085,lost,2026-08-17,0.0,-1.0
45117272123752214028376460723544361926835506941716663290099518852020253462421,0x7f0d84b155c484b801f2cba68eb0f9ef8b2a0a54b7e6bb0fa53a1778964f53fd,"US x Iran diplomatic meeting by August 15, 2026?",geopolitics,2026-08-15T23:59:00Z,2026-08-03,12.17,22.2,calm,True,0.21,0.22,0.01,0.01,lost,2026-08-13,0.0,-1.0
33512252073630743521652219905864619566746460395661618729163842788426835378716,0xec8fb126cb6166a24fe41ca44772fb092efd591ffa9e8a8bd27b292f3353a6b5,"US x Iran diplomatic meeting by August 7, 2026?",geopolitics,2026-08-07T23:59:00Z,2026-08-03,4.09,22.2,calm,True,0.046,0.049,0.003,0.0085,lost,2026-08-05,0.0,-1.0
74739074909584676497787401686892858852610063847464192700752443429685992559595,0xdf1463edbf062d8fdd82c5eb0bdb5fd69450b0c21c9dab4858dcaeaba8e2068f,"Will Bitcoin dip to $50,000 in August?",crypto/financial,2026-09-01T04:00:00Z,2026-08-05,26.5,22.2,calm,True,0.0455,0.046,0.0005,0.0095,lost,2026-08-18,0.0,-1.0
70459296325871889453156773347249996978545476708208151499368447748521658358017,0x4d250b591dd7b7ffec3a518c1c83fc757f91d801762e868252c482d1f4d18896,"Will Bitcoin dip to $55,000 in August?",crypto/financial,2026-09-01T04:00:00Z,2026-08-06,25.86,22.2,calm,True,0.105,0.11,0.005,0.0095,lost,2026-08-20,0.0,-1.0
55524689612005448388368447943683952282193574718980087284475487813080937536215,0xef0740b86946ee54f7a2ad661c61b109ca493897dee1235b1f80e72a569487a3,"Will Bitcoin dip to $52,500 in August?",crypto/financial,2026-09-01T04:00:00Z,2026-08-06,25.18,22.2,calm,True,0.055,0.06,0.005,0.009,lost,2026-08-19,0.0,-1.0
63842529068710005716169325380315470359047749786610778647370693404952498013178,0x876506d8b2bd7a0d3fa4fe18c024eee6e1dd81ee24c26795dadd6cfe4a7b5d0d,Will the Fed increase interest rates by 25 bps after the September 2026 meeting?,crypto/financial,2026-09-16T00:00:00Z,2026-08-07,39.47,22.2,calm,True,0.35,0.36,0.01,0.595,open,,,
85826665387206167260072765846747779665709734070578023319734585788378738859863,0x1b56e46dba9e7b2bf93db18e7a79de3f97037314a46f8ebc93b541ae5f396200,Will the Fed decide differently in the next three decisions (Jun–Jul–Sep)?,crypto/financial,2026-09-16T00:00:00Z,2026-08-07,39.42,22.2,calm,True,0.345,0.37,0.025,0.6,open,,,
75799333315352016520170433382192890474283005430766993151173841964954210124597,0x95f75978d8e3b735dda39675d113c68c4619a09f392cda4f28612ef5385f4af9,US-Iran Hormuz Agreement by August 15?,geopolitics,2026-08-15T23:59:00Z,2026-08-09,6.8,22.2,calm,True,0.205,0.21,0.005,0.0065,lost,2026-08-14,0.0,-1.0
19825309238856053774459620155846397094312049745253767781808796130734310092365,0xc4bde1d397625e1990fec7f787b9eb2e5727c666d0480c4e9c96b0dbd12602c6,"Will Bitcoin reach $75,000 in August?",crypto/financial,2026-09-01T04:00:00Z,2026-08-09,22.89,22.2,calm,True,0.0565,0.057,0.0005,0.7835,won,2026-08-21,1.0,16.5439
88902974378195889166057110964513688920047250482309636378282580896757420591128,0x211f2f58d38d8022f3d71a99685ebec3ff12a396118c38e8fb97fdcab53ded1e,"Will Bitcoin dip to $60,000 in August?",crypto/financial,2026-09-01T04:00:00Z,2026-08-10,22.03,22.2,calm,True,0.265,0.27,0.005,0.0095,lost,2026-08-25,0.0,-1.0
63777258880233969161552040740657214803720763923675808082556752399673335048100,0xfd13c67069e83a4a8ba1ba425f259185bcbae282c4f91074646e3c5cf97b7ae3,"Will Bitcoin reach $72,500 in August?",crypto/financial,2026-09-01T04:00:00Z,2026-08-10,21.71,22.2,calm,True,0.135,0.14,0.005,0.8305,won,2026-08-20,1.0,6.1429
105934924793101961671194607931144938442778142774865876808979595111561162727678,0xc4b7c43934d27a6b2dfd784ea1a793e541d6a1f82a5eca6d74f184a1c4c30fc9,"Will Bitcoin dip to $57,500 in August?",crypto/financial,2026-09-01T04:00:00Z,2026-08-10,21.64,22.2,calm,True,0.115,0.12,0.005,0.0095,lost,2026-08-21,0.0,-1.0
90768377134485218637287767610565290213299779526263058465052906918969706543008,0x0a061d09daa5ac4221fa7ea0d7abf84ab2ac42af0817a001d4c0dd3262be2cd8,"Will Bitcoin reach $67,500 in August?",crypto/financial,2026-09-01T04:00:00Z,2026-08-12,19.34,22.2,calm,True,0.345,0.35,0.005,0.9995,won,2026-08-19,1.0,1.8571
85105449592007930907707917581829685735310165557920362313526868367050748882910,0xbf1aa15d0707bc6425a3d9a392910870904464188d56fee0ddce49418413db9e,"Will the next Google Gemini Pro model be released by August 31, 2026?",ai/tech,2026-08-31T16:00:00Z,2026-08-13,18.21,22.2,calm,True,0.28,0.291,0.011,0.008,lost,2026-08-31,0.0,-1.0
13962806593526138371105247656795644374832525364392990828405286158600365168847,0x5bd7f96d38645c7dabffa94c6f48e741f86655ba0dbd48cd4e7f9bbdde2774cc,"Will Bitcoin reach $70,000 in August?",crypto/financial,2026-09-01T04:00:00Z,2026-08-14,17.79,20.7,calm,True,0.105,0.11,0.005,0.9995,won,2026-08-19,1.0,8.0909
15542559311360205718528742674119037507303557005670729042870301990328002599887,0x8c48f3acf4177b5ceb012a8a2dc7a9c219eeae4a032d6ddcbc3c2ffab907439a,Will the Liberal Democratic Party of Russia (LDPR) gain the most seats in the next Russian parliamentary election?,geopolitics,2026-09-30T00:00:00Z,2026-08-16,44.97,20.7,calm,True,0.0565,0.059,0.0025,0.046,open,,,
11579523374077486340625849389871632811698420338620172235121664865203221472748,0xc9615bb82d6535d630ff98e8094060bc767d8b9446516e98f84d2001a35e50e7,Will New People (NL) gain the most seats in the next Russian parliamentary election?,politics,2026-09-30T00:00:00Z,2026-08-16,44.97,20.7,calm,True,0.189,0.19,0.001,0.216,open,,,
8801172977794092146061616813978915827794844185411002079917437218898204513735,0xcd5f739ee4218c44531ef49e98de3b33271c4dc6799499301df0f9f0a14d0474,"Will Russia capture all of Stepnohirsk by September 30, 2026?",geopolitics,2026-09-30T00:00:00Z,2026-08-16,44.97,20.7,calm,True,0.024,0.025,0.001,0.0205,open,,,
99854297587081815138313853193420814111300083263132357130852297048771575220765,0x6a18969bc603992de4c5c9d53c2881e1378ac193cdad01e7f932afa7fdc4af3e,Will Crude Oil reach a new all-time high by September 30?,crypto/financial,2026-09-30T00:00:00Z,2026-08-16,44.97,20.7,calm,True,0.0315,0.032,0.0005,0.024,open,,,
88625172154940601310371162296902329186464943870430613860050976406759176744521,0x094772b3529f455e881a4483eaf1c24266384f55e97c23f24f638f5726ba9920,Iran leadership change by September 30?,geopolitics,2026-09-30T00:00:00Z,2026-08-16,44.97,20.7,calm,True,0.055,0.06,0.005,0.0295,open,,,
69932167447935791057915006078717431857512295941796486854071683649494471323549,0x60a4dc3f3fccac5c29571f9f4bb8067fecdbcac17f337aac62ea0fe5cd476435,"Will Russia capture Mala Tokmachka by September 30, 2026?",geopolitics,2026-09-30T00:00:00Z,2026-08-16,44.97,20.7,calm,True,0.11,0.12,0.01,0.105,open,,,
40976483682554536017504172547966843907849775688824741280797351049178911106148,0xc788500313fb20ebab5b6577c3dcfc24e911e44e45c3aebabb8eee4bb70f4431,"Putin out as President of Russia by September 30, 2026?",geopolitics,2026-09-30T18:30:00Z,2026-08-16,44.99,20.7,calm,True,0.0225,0.023,0.0005,0.0135,open,,,
31155599200443620024532103683912072563894181253510224263086924270624693692711,0x79b7408f02df2eba4034ca4c06ddf17b8dbeacc5adbe8595969e7573912c4e3b,"US-Iran Final Nuclear Deal by December 31, 2026?",geopolitics,2026-09-30T23:59:00Z,2026-08-17,44.97,20.7,calm,True,0.175,0.18,0.005,0.105,open,,,
14466055037608627931561046129222135087821973151712155655664112537759623167836,0x23667427b34ca1c7144d50540beba9e7ffb608443a84252c194bb8b40919a0cb,"US-Iran Final Nuclear Deal by September 30, 2026?",geopolitics,2026-09-30T23:59:00Z,2026-08-17,44.97,20.7,calm,True,0.027,0.03,0.003,0.0095,lost,2026-08-31,0.0,-1.0
1465004187879250935275955729729298641755522437620780616285443313153147473640,0x03c583dd10a5df0d57fd8b32452554da9bbb0dd212fe0e259e8561db3b4f9153,"Will the next diplomatic US-Iran meeting be in Qatar by September 30, 2026?",geopolitics,2026-09-30T23:59:00Z,2026-08-17,44.97,20.7,calm,True,0.05,0.06,0.01,0.0165,open,,,
37361300921998084721016986683222160289313595253709044324613501742470698981971,0xc65b037d40fd0d6783588e44ef94f712853e8b63186cda1f2213e529752f5cc4,"Will the next diplomatic US-Iran meeting be in Switzerland by September 30, 2026?",geopolitics,2026-09-30T23:59:00Z,2026-08-17,44.97,20.7,calm,True,0.105,0.11,0.005,0.055,open,,,
91840734237139041498960817888436272225264086454795750667979772033889359541751,0x42742fa156da771a75cf8c7713ba0cfa4b2610112bae81a0ea8772fdeb50510b,"Will the next diplomatic US-Iran meeting be in Oman by September 30, 2026?",geopolitics,2026-09-30T23:59:00Z,2026-08-17,44.97,20.7,calm,True,0.039,0.041,0.002,0.0095,lost,2026-08-26,0.0,-1.0
92467093729798172795860015164975956539777812580280382263501795773871198126752,0xed5a9e7831ee363d92cb102f2c21e2465b09196ef5beb7c8e23671851a1c3ca4,"US x Iran diplomatic meeting by September 30, 2026?",geopolitics,2026-09-30T23:59:00Z,2026-08-17,44.97,20.7,calm,True,0.315,0.32,0.005,0.105,open,,,
72553231469503258934682335115918345236910461135264323052802687282932120691754,0x6f04e616ffd50454ef05e49c23098c3f1d2fbd5bc154cb2f240660df8290aa73,Will STRC hit $100 by September 30?,crypto/financial,2026-09-30T23:59:00Z,2026-08-17,44.97,20.7,calm,True,0.29,0.3,0.01,0.305,open,,,
22672968656988994606098532619796733342823589325740712455625503063290035111504,0xcd2cab85a85d99ee450c2b7c469d8a2193465d244bfe9640eb7ee54ea5e60ac1,"Will the next diplomatic US-Iran meeting be in Pakistan by September 30, 2026?",geopolitics,2026-09-30T23:59:00Z,2026-08-17,44.97,20.7,calm,True,0.091,0.096,0.005,0.0265,open,,,
28519177000853426849037858127506476433683645484711259381930105157487202338593,0x052776dbb92aa02fdb1f21a415a52cc422f2fd996eda91f717a1d7e1a751b633,"Israel withdraws from Lebanon by September 30, 2026?",geopolitics,2026-09-30T00:00:00Z,2026-08-17,43.3,20.7,calm,True,0.02,0.026,0.006,0.014,open,,,
71542982741394376771627006689338880117415417908788827680925028639627563224055,0x1c38a64c494e01c9bd81362cfadeadb3b87023d1d9ffae1df5a428c03152fc74,Iran-Oman Hormuz Agreement by August 31?,geopolitics,2026-08-31T23:59:00Z,2026-08-18,13.88,20.7,calm,True,0.29,0.3,0.01,0.0065,lost,2026-08-31,0.0,-1.0
22771288348793685264608720201112684853152039276564546124382947250830821477697,0xa39535caf2ce2c47dfbdc64c3cef9a00b7599a24c34b4091caed34df27094639,Will the Sweden Democrats (SD) win the most seats in the 2026 Swedish parliamentary election?,politics,2026-09-13T00:00:00Z,2026-08-18,25.47,20.7,calm,True,0.022,0.026,0.004,0.01,lost,2026-08-19,0.0,-1.0
63779162653681873245159865633000334437760662853972923572387274664225948677546,0x4bda4a4df34e9929e7eecb7ee1adc0b6497ee79dddffe14be4b24237cd116cb7,"Will Russia and Ukraine hold any diplomatic meeting by August 31, 2026?",geopolitics,2026-08-31T23:59:00Z,2026-08-19,12.84,20.7,calm,True,0.225,0.24,0.015,0.9995,won,2026-08-19,1.0,3.1667
97454153157320890301565733152088528189410505166162922730489352561967591530343,0xe7db5d31d8ce10fad03ffc9ccea14496cf038438e7c26b36300230cf91fc32ec,"Will Bitcoin dip to $62,500 in August?",crypto/financial,2026-09-01T04:00:00Z,2026-08-19,12.51,20.7,calm,True,0.127,0.13,0.003,0.01,lost,2026-08-24,0.0,-1.0
943687264912098431659767041328297708450836082187223611861894294547938480319,0x7e2122d54359f590e9ffdf59092f8e052f5f718181188fef5534e62402f0bab3,"Will Bitcoin reach $77,500 in August?",crypto/financial,2026-09-01T04:00:00Z,2026-08-19,12.51,20.7,calm,True,0.0595,0.06,0.0005,0.9995,won,2026-08-21,1.0,15.6667
102270650225797845195454805763498397874386067232149902550118294787057200324741,0xfd105823dbf627e8a57aa1924703ef23138050d9d8da4a98a5136ea2ad98acd4,"Will Bitcoin reach $80,000 in August?",crypto/financial,2026-09-01T04:00:00Z,2026-08-19,12.47,20.7,calm,True,0.0405,0.041,0.0005,0.9995,won,2026-08-24,1.0,23.3902
67065779508225651229789257897554124557268190189574160450791042932775350069405,0xdb4123deb55868184575c563cb904af0054df8ced4b5426a21557b0b5e38eef0,"Will Ethereum reach $3,000 in August?",crypto/financial,2026-09-01T04:00:00Z,2026-08-19,12.26,20.7,calm,True,0.038,0.046,0.008,0.0075,lost,2026-08-28,0.0,-1.0
58559007481908595732343519640998477965598707756438174409311033318259996889965,0x55ae2f91bba959ea0ab4ecbbfa2eb3501a12fd5f7107f0d71415e76cbf9a7d11,"Will Bitcoin reach $82,500 in August?",crypto/financial,2026-09-01T04:00:00Z,2026-08-19,12.26,20.7,calm,True,0.029,0.03,0.001,0.008,lost,2026-08-31,0.0,-1.0
112241751071174396487292868128075924275858867204192436670566953710907627910138,0x7f668805bfee7909997562f60489ddef01e40a3dca43781efeb59ce380779295,"Will Bitcoin reach $85,000 in August?",crypto/financial,2026-09-01T04:00:00Z,2026-08-19,12.22,20.7,calm,True,0.0205,0.021,0.0005,0.01,lost,2026-08-30,0.0,-1.0
93998891488819623915454849994768171534113749478841216025646247933473925258016,0x05297f854d3b757d5e51a1a29c7f225a80b14b2a161d6b7f9a61677da7a80ced,Will Renan Santos win the 2026 Brazilian presidential election?,politics,2026-10-04T00:00:00Z,2026-08-20,44.97,20.7,calm,True,0.0415,0.042,0.0005,0.0085,lost,2026-08-31,0.0,-1.0
109876868437950584369987384406356259939519193117253465815665152916226511121427,0x1a01bf78f56a507fcb666d564d8c8b91b0750679163ed6e96746102c9b7d285d,Will Flávio Bolsonaro win the 2026 Brazilian presidential election?,politics,2026-10-04T00:00:00Z,2026-08-20,44.97,20.7,calm,True,0.3255,0.326,0.0005,0.3995,open,,,
17281846673721797872676200679500341356941280903768395106563553424335510148596,0x83030b249525db4c0bcd83a915776442f4ea32d2fba10825fca4abeb51512d8f,Will Renan Santos finish in second place in the first round of the 2026 Brazilian presidential election?,politics,2026-10-04T00:00:00Z,2026-08-20,44.97,20.7,calm,True,0.044,0.053,0.009,0.009,lost,2026-08-28,0.0,-1.0
109856098174983029722649567789098297237073018943808237804563416414463140161494,0x8ee27c276a1bee094293751285d8a6697674b023196cb21fdd14bf3ca12f6ec0,Will Luiz Inácio Lula da Silva finish in second place in the first round of the 2026 Brazilian presidential election?,politics,2026-10-04T00:00:00Z,2026-08-20,44.97,20.7,calm,True,0.0855,0.093,0.0075,0.059,open,,,
55671783852739955260438536571993396418527954611352494019738901509411791730291,0xc89a8dfa86de9aff65549055a5b9a3aadb77549a4f6dcb8b71b420f10219a45f,"Will Ethereum reach $2,500 in August?",crypto/financial,2026-09-01T04:00:00Z,2026-08-20,12.14,20.7,calm,True,0.2625,0.269,0.0065,0.9995,won,2026-08-21,1.0,2.7175
31380452762865791793264313641563783010295782641131937184752318076265493577821,0xabe0e41540b70f3535b0d9325a19bc6f8c6bcce0ce27c28636a2e1d5c0c4eda8,"Will GPT-6 be released by August 31, 2026?",ai/tech,2026-08-31T00:00:00Z,2026-08-20,10.68,20.7,calm,True,0.021,0.028,0.007,0.0095,lost,2026-08-25,0.0,-1.0
50388900663189748675936681554126016850520413670342348778716337126803310768728,0x6123b5cc75c38ba9783f6c8ea260107b546c7d3454a8f9b5280c9921cc39f3d9,"Bitcoin all time high by September 30, 2026?",crypto/financial,2026-10-01T05:00:00Z,2026-08-21,40.89,20.7,calm,True,0.0355,0.05,0.0145,0.0085,lost,2026-08-26,0.0,-1.0
18258395755041392118198940898057846234774760894152262988568951221464458542850,0x39ea1503427df7f1439e7dd6567aad5ed72284ed49c58d09e5b917a24389fab7,"Will Bitcoin reach $100,000 in August?",crypto/financial,2026-09-01T04:00:00Z,2026-08-21,10.8,20.7,calm,True,0.021,0.022,0.001,0.006,lost,2026-08-23,0.0,-1.0
22322458153537436035969256266907664391697007152860300506602809069522585578342,0x12aa595f4883b1a856dcf8155b87e89a8d098b5ad8a7781c75804fd13d166718,Israel closes its airspace by August 31?,geopolitics,2026-09-01T03:59:00Z,2026-08-21,10.39,20.7,calm,True,0.0445,0.047,0.0025,0.0085,lost,2026-08-29,0.0,-1.0
105833167229640460935727334096345488492393727784088890802944984984125353780635,0x710ce15deba099608dd256df512394d11f8d02e5c38644cf88c9cf0752254d7f,"Ethereum all time high by September 30, 2026?",crypto/financial,2026-10-01T05:00:00Z,2026-08-21,40.43,20.7,calm,True,0.02,0.031,0.011,0.009,lost,2026-08-26,0.0,-1.0
82971863320043891986833367061104360861631939120244984019114322661700297642048,0xf82f84686ee2a25f5690430461413c4dc5a39dcea922a7c5f47d9d29418fbdb6,"Will GPT-6 be released by September 30, 2026?",ai/tech,2026-10-01T03:59:00Z,2026-08-21,40.35,20.7,calm,True,0.325,0.34,0.015,0.59,open,,,
68512404521214661297198048420312708874857154954335755125540420766530056059345,0xb295def352fb9724a07c99fe0a18ad40a7f97e79bc37483a59edc8286f123889,"Will Ethereum dip to $1,800 in August?",crypto/financial,2026-09-01T04:00:00Z,2026-08-22,9.93,20.7,calm,True,0.0255,0.026,0.0005,0.01,lost,2026-08-24,0.0,-1.0
19735122236012152650386836531973152727766441223570587209271968394347347553905,0xf92a6dd6beba07cf5ed68fd049b36280bafc97d3830158ca495065f93ced8ab4,"Will Ethereum reach $2,700 in August?",crypto/financial,2026-09-01T04:00:00Z,2026-08-22,9.93,20.7,calm,True,0.3015,0.306,0.0045,0.0085,lost,2026-08-29,0.0,-1.0
68179663572983774119462931621456802533877321357667986885695526443687237269829,0x0e81bd4de4f1827af0b9426ddec226e88f43c4a8e85812116d22bf0f1c94efc8,"Will Ethereum dip to $1,700 in August?",crypto/financial,2026-09-01T04:00:00Z,2026-08-22,9.89,20.7,calm,True,0.0205,0.022,0.0015,0.009,lost,2026-08-23,0.0,-1.0
2625972415033635843602531351950181339390185875203439041582125797230380810345,0x6524deb3150ca2a1cdc682356233154f03f83553dc551c6bfc4076a32fc81b27,Will XRP reach $3.00 in August?,crypto/financial,2026-09-01T04:00:00Z,2026-08-22,9.85,20.7,calm,True,0.0265,0.037,0.0105,0.007,lost,2026-08-23,0.0,-1.0
