wallet,wallet_full,n_pre_events,n_trades_pre,pct_events,avg_lead_h,avg_entry,avg_discount,avg_move,domain_hhi,top_domain
0x8d150556b415d2af37…,0x8d150556b415d2af37c5bc63469cb861c63b38a3,1,1,4.0,5.0,0.6,0.4,0.394,1.0,other
0xc339786d192d8fba0e…,0xc339786d192d8fba0e02dafa2292ccb4ac19828c,1,1,4.0,5.1,0.033,0.965,0.723,1.0,politics
0xf9b5e9803ea977b711…,0xf9b5e9803ea977b7111c9b7728ac6ea97f361212,1,1,4.0,5.1,0.34,0.66,0.854,1.0,politics
0x3d7dd86b71ee2818f6…,0x3d7dd86b71ee2818f62f7a203cf3bff606feb015,1,1,4.0,5.1,0.61,0.39,0.854,1.0,politics
0xc327ccdeabf1bdbd98…,0xc327ccdeabf1bdbd98722c4c2a360f2c3fdc31f5,1,1,4.0,5.1,0.38,0.62,0.854,1.0,politics
0xb3fa34bdba8ae1c015…,0xb3fa34bdba8ae1c0151c68ae996cce654066caa4,1,1,4.0,5.1,0.6,0.4,0.394,1.0,other
0x76f2f80dcf1e6289d5…,0x76f2f80dcf1e6289d546a8e2823e241a86199acd,1,1,4.0,5.1,0.6,0.4,0.394,1.0,other
0x897c143cda984e1dec…,0x897c143cda984e1dec5ba10c5ee98df3fb67cb6c,1,1,4.0,5.1,0.6,0.4,0.394,1.0,other
0xa89eaa895d0dfe831b…,0xa89eaa895d0dfe831bcb6e8ec6537fb1b86c8563,1,2,4.0,5.2,0.62,0.38,0.854,1.0,politics
0x86dd1ec37291396309…,0x86dd1ec3729139630920a67fc9dbe88a2be6ee55,1,1,4.0,5.2,0.67,0.33,0.854,1.0,politics
0x3a7467d65feb276456…,0x3a7467d65feb276456da3c4674d741478d26b263,1,1,4.0,5.2,0.67,0.33,0.854,1.0,politics
0xbe1ded5b7ebba705df…,0xbe1ded5b7ebba705df5282bc52fba251c2f7a7da,1,2,4.0,5.2,0.6,0.4,0.394,1.0,other
0x788e42bf0d25a94cad…,0x788e42bf0d25a94cadf47e70fb6df1abf2f0e086,1,1,4.0,5.2,0.6,0.4,0.394,1.0,other
0x193c99d4fe5a10ba0b…,0x193c99d4fe5a10ba0bf28f4154ff21ad89f047f2,1,1,4.0,5.2,0.6,0.4,0.394,1.0,other
0xe90638e1994784b8ac…,0xe90638e1994784b8ac20d3a8a2bbffa87e51aa69,1,1,4.0,5.2,0.6,0.4,0.394,1.0,other
0x0410078b94ed2aeeb1…,0x0410078b94ed2aeeb1f0d8a323fbbe24a413d98e,1,1,4.0,5.2,0.41,0.59,0.394,1.0,other
0x1d1cbfad7dd7a8099d…,0x1d1cbfad7dd7a8099d0ebea99fe764630d060dda,1,1,4.0,5.3,0.019,0.979,0.723,1.0,politics
0xfd99eaf3516fd50b24…,0xfd99eaf3516fd50b24c90f6fc766b295cc6aeded,1,4,4.0,5.3,0.632,0.367,0.854,1.0,politics
0x8c0b637b43ccbd2069…,0x8c0b637b43ccbd2069b0f789b8439777fdb4f0fb,1,2,4.0,5.3,0.325,0.674,0.854,1.0,politics
0xe2e8a9863c053cfc27…,0xe2e8a9863c053cfc2780de1a27f8bbec8e0146c5,1,1,4.0,5.3,0.32,0.68,0.854,1.0,politics
0xcb39f69efc6b293aa8…,0xcb39f69efc6b293aa8b72d3164fafffe78986dda,1,1,4.0,5.3,0.32,0.68,0.854,1.0,politics
0x1b912b17581b3d5444…,0x1b912b17581b3d544431d13d5a060155a80127dc,1,1,4.0,5.3,0.6,0.4,0.394,1.0,other
0x2bd11711c73b1c6c55…,0x2bd11711c73b1c6c5502f6584571c74cb0587eda,1,1,4.0,5.3,0.6,0.4,0.394,1.0,other
0x5fb307a2956582d7ce…,0x5fb307a2956582d7ce705aefca18f5debdeb88c1,1,1,4.0,5.3,0.6,0.4,0.394,1.0,other
0x91a534e3596e0f13a3…,0x91a534e3596e0f13a325034a29c976921236ef2e,1,2,4.0,5.4,0.67,0.33,0.854,1.0,politics
0xac761dd9b3a373cc90…,0xac761dd9b3a373cc9031dabaab1ecec546299359,1,1,4.0,5.4,0.7,0.3,0.854,1.0,politics
0xf7ebaa7f2f205a1260…,0xf7ebaa7f2f205a12609f7d1d0927316938c331c3,1,1,4.0,5.4,0.69,0.31,0.854,1.0,politics
0xb48b1a8f796ba41467…,0xb48b1a8f796ba414672f8974dbfedca5c6c504eb,1,1,4.0,5.4,0.688,0.312,0.854,1.0,politics
0xe66d1f2de91c826fee…,0xe66d1f2de91c826fee8c7d8477c4b3a2b072f84b,1,1,4.0,5.4,0.36,0.64,0.854,1.0,politics
0x2f08e7f17201e4b665…,0x2f08e7f17201e4b665b39edd3015b1a00efc1d25,1,1,4.0,5.4,0.6,0.4,0.394,1.0,other
0xa53c26443fb636d8ae…,0xa53c26443fb636d8ae31ac24f62fc1d5ef8f67a5,1,7,4.0,5.5,0.258,0.741,0.854,1.0,politics
0xa6e6d6ecf658d8e120…,0xa6e6d6ecf658d8e1207c9c838081d93963a2d5b8,1,1,4.0,5.5,0.707,0.292,0.854,1.0,politics
0x0e64bde21d716711fb…,0x0e64bde21d716711fbe59095eb0c88fae55e336d,1,1,4.0,5.5,0.71,0.29,0.854,1.0,politics
0xfb584332744203945f…,0xfb584332744203945fec3de3a06ab9226e1cf176,1,1,4.0,5.5,0.76,-0.485,0.238,1.0,politics
0x0bf840764ca2efac73…,0x0bf840764ca2efac73ba45dbc67142fdd91403b2,1,1,4.0,5.5,0.6,0.4,0.394,1.0,other
0x187f06d17bb2373c55…,0x187f06d17bb2373c55fa17ca8c21379867d84e60,1,1,4.0,5.5,0.41,0.59,0.394,1.0,other
0xd6a281603d527fe04c…,0xd6a281603d527fe04c16cc56909fb74609304610,1,1,4.0,5.5,0.6,0.4,0.394,1.0,other
0xe2b5de3f9e9af98fb8…,0xe2b5de3f9e9af98fb8cb8493856cb4767bfac594,1,1,4.0,5.5,0.6,0.4,0.394,1.0,other
0x1625781bfbbc856bc3…,0x1625781bfbbc856bc33f678fa503178db0c02e65,1,2,4.0,5.5,0.505,0.495,0.394,1.0,other
0xcf05177821d34f7102…,0xcf05177821d34f710225cd234021ab0aee838a47,1,1,4.0,5.5,0.6,0.4,0.394,1.0,other
0x11862890deb5f4de24…,0x11862890deb5f4de24517242a10f73894a97bf40,1,2,4.0,5.6,0.03,0.968,0.723,1.0,politics
0x704ddd78ec779a5c73…,0x704ddd78ec779a5c731645fe423d921f3db25e69,1,3,4.0,5.6,0.683,0.316,0.855,1.0,politics
0xe466253220a38f1a2b…,0xe466253220a38f1a2b9938440fef894be247536a,1,2,4.0,5.6,0.354,0.645,0.854,1.0,politics
0xf51b1d560e33b1c56f…,0xf51b1d560e33b1c56f8a9a4e8fec3d4800c0ca1b,1,2,4.0,5.6,0.355,0.645,0.854,1.0,politics
0xa42940d612c9b2e02d…,0xa42940d612c9b2e02d3cd35a4c3f17062782368a,1,1,4.0,5.6,0.34,0.66,0.854,1.0,politics
0xb779436770333f8d58…,0xb779436770333f8d584dd8a61fba3910c324ab22,1,1,4.0,5.6,0.67,0.33,0.854,1.0,politics
0x8fc931194b725cddb3…,0x8fc931194b725cddb3108d48c620d92107f0489a,1,1,4.0,5.6,0.737,-0.462,0.238,1.0,politics
0x932e7c562893008084…,0x932e7c562893008084d03d844e5f8bcaa7c06f5a,1,1,4.0,5.6,0.41,0.59,0.394,1.0,other
0xc582d00783e65aeb39…,0xc582d00783e65aeb39bc8467aa015f78ed37a75f,1,1,4.0,5.6,0.6,0.4,0.394,1.0,other
0x1a5e420e27610573a5…,0x1a5e420e27610573a5f12619e27821724b2617db,1,1,4.0,5.6,0.6,0.4,0.394,1.0,other
0xaf7ab20df5f4a0759b…,0xaf7ab20df5f4a0759b1b59f35aeca7f0ef6b222d,1,1,4.0,5.6,0.6,0.4,0.394,1.0,other
0x273f222e12d8715df0…,0x273f222e12d8715df0c07a62073aa08a9a8bef14,1,6,4.0,5.7,0.232,0.768,0.854,1.0,politics
0x9453a389c73df79912…,0x9453a389c73df7991249d9f2c6e2c854157b1a48,1,3,4.0,5.7,0.306,0.693,0.855,1.0,politics
0xe200327e5f0de6153a…,0xe200327e5f0de6153ad2d0e7bf7af3a2a63c5886,1,2,4.0,5.7,0.6,0.4,0.394,1.0,other
0x9abbdf321694eec402…,0x9abbdf321694eec4028e9b3be0d2a07a662f3f96,1,1,4.0,5.7,0.6,0.4,0.394,1.0,other
0x17d35f9319feea983d…,0x17d35f9319feea983d1dc4cf00b3e292db49be06,1,1,4.0,5.7,0.41,0.59,0.394,1.0,other
0x78cf947467da155a1d…,0x78cf947467da155a1d9c32e42e2ced6d7381eac2,1,1,4.0,5.7,0.6,0.4,0.394,1.0,other
0xe148d5046ec340e1be…,0xe148d5046ec340e1bed1e36cb6caa970743eeb00,1,2,4.0,5.8,0.029,0.969,0.723,1.0,politics
0xc0b646c3d97e2e86a1…,0xc0b646c3d97e2e86a1bceaa880ad2f628eb33a92,1,1,4.0,5.8,0.31,0.69,0.854,1.0,politics
0x1da9dba644ea90c197…,0x1da9dba644ea90c197cb2182e09129f507d1b8d1,1,1,4.0,5.8,0.722,-0.447,0.238,1.0,politics
0x4b24f119cb982dac18…,0x4b24f119cb982dac182dd301a0a2a86c3cfd4247,1,1,4.0,5.8,0.6,0.4,0.394,1.0,other
0xc3a2195493f5fa523d…,0xc3a2195493f5fa523d6f414742c71b2beba6ff3b,1,1,4.0,5.8,0.6,0.4,0.394,1.0,other
0x4ea142832a341a5ff1…,0x4ea142832a341a5ff15efebe7a06b857d4a906a0,1,2,4.0,5.9,0.318,0.681,0.854,1.0,politics
0x6c9ec19d0a362ae632…,0x6c9ec19d0a362ae6328f7914837e3b8c9ceeec1c,1,2,4.0,5.9,0.69,0.31,0.854,1.0,politics
0x4df2887d388da45c1e…,0x4df2887d388da45c1e8a59c4b6fdf6a90b9d987e,1,1,4.0,5.9,0.3,0.7,0.854,1.0,politics
0xb821cdf20a1483c4c8…,0xb821cdf20a1483c4c88c498496345bea11ea5cdd,1,2,4.0,5.9,0.6,0.4,0.394,1.0,other
0x8266d64cc248174e26…,0x8266d64cc248174e2622ea5d2e7b8fa7ffc1c472,1,1,4.0,5.9,0.6,0.4,0.394,1.0,other
0xd31cc5d6e12130f2a0…,0xd31cc5d6e12130f2a03d3def1acb4e52fe127424,1,1,4.0,5.9,0.6,0.4,0.394,1.0,other
0xd064251efc30a38c33…,0xd064251efc30a38c3323e42113656144d4b8c4d1,1,3,4.0,6.0,0.663,0.336,0.855,1.0,politics
0x5c9af53b11c607f60f…,0x5c9af53b11c607f60f04e9291e87eb10caa3c65d,1,1,4.0,6.0,0.473,0.527,0.854,1.0,politics
0xf097ef483d81f96f14…,0xf097ef483d81f96f14ccd1a6af9a47a20202c6c3,1,1,4.0,6.0,0.75,0.25,0.854,1.0,politics
0x389a21fa2e2445c7f8…,0x389a21fa2e2445c7f8b915b45b9b009bd641397d,1,2,4.0,6.0,0.298,0.702,0.854,1.0,politics
0xdf38d01b9adc7cc524…,0xdf38d01b9adc7cc52482cb01d2abb434ab5652f7,1,2,4.0,6.0,0.321,0.679,0.854,1.0,politics
0x9a85df1b7edef4d082…,0x9a85df1b7edef4d082da09f2b82fa70116239343,1,1,4.0,6.0,0.34,0.66,0.854,1.0,politics
0xc51900469ec2413213…,0xc51900469ec2413213e07459e98a455e29f3742c,1,1,4.0,6.0,0.36,0.64,0.854,1.0,politics
0x410156b755a2459328…,0x410156b755a2459328b3da591903a8f78a3f604a,1,1,4.0,6.0,0.36,0.64,0.854,1.0,politics
0xba628ea5ba98949544…,0xba628ea5ba9894954495bffce2d916c7fddb3a80,1,1,4.0,6.0,0.356,0.643,0.854,1.0,politics
0xb1cc913eb014bab4e9…,0xb1cc913eb014bab4e93caf6137dfb7e7126e45c7,1,1,4.0,6.0,0.343,0.656,0.854,1.0,politics
0xc76648f91790594689…,0xc76648f9179059468932ae55a6250edbb459d4d3,1,1,4.0,6.0,0.36,0.64,0.854,1.0,politics
0x9140dfd91ef346cc9e…,0x9140dfd91ef346cc9ec000500e5f6eaa8287f62c,1,2,4.0,6.0,0.685,0.315,0.854,1.0,politics
0x3a5502dbd46a59928b…,0x3a5502dbd46a59928b8c25c0f52d76c0f8951338,1,1,4.0,6.1,0.03,0.968,0.723,1.0,politics
0x74c1ab9a43700aa6d9…,0x74c1ab9a43700aa6d9ea30577c004a8cc0f1ab9b,1,3,4.0,6.1,0.683,0.316,0.855,1.0,politics
0xf5dd7fdf7253679207…,0xf5dd7fdf7253679207ae7da3bd9b371798baa04e,1,1,4.0,6.1,0.8,0.2,0.854,1.0,politics
0x347187ca9b3d1b099e…,0x347187ca9b3d1b099ea08a58d9710252e9bea9d4,1,1,4.0,6.1,0.828,0.171,0.854,1.0,politics
0x5587ee2b79037544a3…,0x5587ee2b79037544a3842e8421734b89adc05737,1,1,4.0,6.1,0.209,0.79,0.854,1.0,politics
0x233bacfb515aad6871…,0x233bacfb515aad6871027b95c5e4c6166f5c1f2c,1,1,4.0,6.1,0.226,0.774,0.854,1.0,politics
0xaa4f5802f1bc462a5a…,0xaa4f5802f1bc462a5ac51b43b69ce68071ffb174,1,1,4.0,6.1,0.23,0.77,0.854,1.0,politics
0xf60fb8fa9df77178ce…,0xf60fb8fa9df77178ce3b2a0efc86d28ec4e957a8,1,1,4.0,6.1,0.715,-0.44,0.238,1.0,politics
0x82a1507b7b08c271c6…,0x82a1507b7b08c271c6a2b0569095ccf0c9c8569c,1,2,4.0,6.1,0.6,0.4,0.394,1.0,other
0x3228c18a3198c8e756…,0x3228c18a3198c8e7561e94a192b49822fcac4d99,1,1,4.0,6.1,0.6,0.4,0.394,1.0,other
0x3841bc1966256d3ad6…,0x3841bc1966256d3ad6232c2288d2b51194cdad85,1,1,4.0,6.1,0.6,0.4,0.394,1.0,other
0xc00125cae4301a30e2…,0xc00125cae4301a30e2dd635aec2f4c464d622379,1,1,4.0,6.1,0.6,0.4,0.394,1.0,other
0xd647978790cbe885a4…,0xd647978790cbe885a4a9ff4195fa01f6d284bae5,1,1,4.0,6.1,0.6,0.4,0.394,1.0,other
0x0a8eee5cb1f039540a…,0x0a8eee5cb1f039540abbbecc03571146048c05a4,1,5,4.0,6.2,0.062,0.936,0.723,1.0,politics
0x34dc80f95407cd8e02…,0x34dc80f95407cd8e02be6cd7437027547c4dd280,1,1,4.0,6.2,0.8,0.2,0.854,1.0,politics
0x05abff0cea89daa5f1…,0x05abff0cea89daa5f1e21e9c2aa9438384fcbf47,1,1,4.0,6.2,0.6,0.4,0.394,1.0,other
0x8c7ae0fa1ec04dc3b3…,0x8c7ae0fa1ec04dc3b357850cd318da028068be71,1,1,4.0,6.2,0.41,0.59,0.394,1.0,other
0xc43bd1252970122243…,0xc43bd125297012224388f2c09e7032a9b764dc80,1,1,4.0,6.3,0.08,0.918,0.723,1.0,politics
0xf0d5eb1cbe7350f1f8…,0xf0d5eb1cbe7350f1f896ade6c172e6700414c665,1,16,4.0,6.3,0.667,0.333,0.854,1.0,politics
0xf029162162344b767b…,0xf029162162344b767b3480841876f99c6114b1c7,1,4,4.0,6.3,0.268,0.731,0.854,1.0,politics
0x2978535e6afe525829…,0x2978535e6afe525829f03eef18a55260af3f7bce,1,1,4.0,6.3,0.6,0.4,0.394,1.0,other
0xd53ef4238bab3af3dc…,0xd53ef4238bab3af3dc1e81f4c5640dbf42a20b73,1,2,4.0,6.4,0.794,0.205,0.854,1.0,politics
0x7164601b776aa22a61…,0x7164601b776aa22a6183b1402c361eabbcde64a7,1,1,4.0,6.4,0.21,0.79,0.854,1.0,politics
0x5c64f8c0d01d73e095…,0x5c64f8c0d01d73e095bb675f145ddae78e2b75af,1,2,4.0,6.4,0.6,0.4,0.394,1.0,other
0xda3d11dd7a7bfa315c…,0xda3d11dd7a7bfa315cc0d22c3a07f55cf6d7145c,1,1,4.0,6.4,0.6,0.4,0.394,1.0,other
0x01957e78d1df0f9d7f…,0x01957e78d1df0f9d7faf870cb4450155c97c1e21,1,1,4.0,6.4,0.6,0.4,0.394,1.0,other
0x13140982e9ac870990…,0x13140982e9ac87099035ae3fe9619d352e88ada8,1,1,4.0,6.4,0.6,0.4,0.394,1.0,other
0xd48a81db62f742c4e4…,0xd48a81db62f742c4e42d86dfc23a7ee345366e90,1,1,4.0,6.4,0.6,0.4,0.394,1.0,other
0x1c7d32e1797e4be6d0…,0x1c7d32e1797e4be6d0c6b8495f051e6b5fc20291,1,1,4.0,6.4,0.41,0.59,0.394,1.0,other
0xc8571a002b522534c7…,0xc8571a002b522534c709a57acf095c05397b7d6a,1,1,4.0,6.5,0.12,0.878,0.723,1.0,politics
0x401ee31e9ebf9ab9f6…,0x401ee31e9ebf9ab9f6315cd95faca5f950436fc9,1,7,4.0,6.5,0.406,0.594,0.854,1.0,politics
0x48248e89c7112a71b3…,0x48248e89c7112a71b3bb7bb900d500573be4a847,1,2,4.0,6.5,0.214,0.786,0.854,1.0,politics
0xed4e65e5870257e3f3…,0xed4e65e5870257e3f3919b8b4e47021b505d6ad8,1,1,4.0,6.5,0.82,0.18,0.854,1.0,politics
0x560eacfe1f1611b74f…,0x560eacfe1f1611b74f99703d5fb4325722828cad,1,1,4.0,6.5,0.311,-0.036,0.238,1.0,politics
0xd02add54ed7eeeffd3…,0xd02add54ed7eeeffd39a69b661216346e3dc4771,1,1,4.0,6.5,0.6,0.4,0.394,1.0,other
0xd8e5d96b54394c545d…,0xd8e5d96b54394c545d930fc31646e9eaf847b808,1,2,4.0,6.6,0.745,0.255,0.854,1.0,politics
0x5c981963b983d3056e…,0x5c981963b983d3056e81c51124117916d0c1fc8a,1,1,4.0,6.6,0.79,0.21,0.854,1.0,politics
0x877800ccda138bf931…,0x877800ccda138bf931f3401359730365cc86743a,1,1,4.0,6.6,0.6,0.4,0.394,1.0,other
0x22b090adc980a2ed38…,0x22b090adc980a2ed38f38635313c83a880ddef31,1,2,4.0,6.7,0.68,0.32,0.854,1.0,politics
0xb886580698ede4b18d…,0xb886580698ede4b18de3e446b2d8da8bcedd81b3,1,6,4.0,6.7,0.748,0.251,0.854,1.0,politics
0x640680b1465325a4d2…,0x640680b1465325a4d2e79b0413fa1b686dae092c,1,2,4.0,6.7,0.55,0.45,0.854,1.0,politics
0x4ecfe7345a1e829329…,0x4ecfe7345a1e829329e0ca7816c1e927cacf75d2,1,2,4.0,6.7,0.298,0.701,0.854,1.0,politics
0xc73b2cb749b1f39c6e…,0xc73b2cb749b1f39c6e32fabad90ce6daca92a6c9,1,1,4.0,6.7,0.79,0.21,0.854,1.0,politics
0x1d361ed35fc4b0c229…,0x1d361ed35fc4b0c229d1b6369acd3828718ae0d7,1,1,4.0,6.7,0.79,0.21,0.854,1.0,politics
0x27214fd786225d2356…,0x27214fd786225d2356b3201808efb3451f8ecf8a,1,1,4.0,6.7,0.79,0.21,0.854,1.0,politics
0x88aa565554ca0d3f2d…,0x88aa565554ca0d3f2d5c9be4f8e0b9d8b8c6ea6f,1,1,4.0,6.7,0.79,0.21,0.854,1.0,politics
0x6ae1575206e99751ff…,0x6ae1575206e99751ff60ec5c0adcaad572bc1e7e,1,1,4.0,6.7,0.6,0.4,0.394,1.0,other
0x99505cc39faac342b4…,0x99505cc39faac342b4d3bfa0659a0626670b6d78,1,6,4.0,6.8,0.48,0.519,0.854,1.0,politics
0x277e6718cdf00f4f88…,0x277e6718cdf00f4f887d17589895ae031a337d32,1,1,4.0,6.8,0.76,0.24,0.854,1.0,politics
0xc4245ea9fa02177de4…,0xc4245ea9fa02177de47842408b4d3a134f3161ef,1,1,4.0,6.8,0.6,0.4,0.394,1.0,other
0x2a6b023e15ddbf78aa…,0x2a6b023e15ddbf78aa4a01d11d74e8466c2af8ae,1,1,4.0,6.8,0.41,0.59,0.394,1.0,other
0xdb5871841cf8d92948…,0xdb5871841cf8d929487b8bbbcb59302b93454ace,1,1,4.0,6.8,0.6,0.4,0.394,1.0,other
0xf10afbc165abaa47f4…,0xf10afbc165abaa47f44c7bed7b35629e5a85d6c2,1,1,4.0,6.8,0.6,0.4,0.394,1.0,other
0x4070bfa638c263bbc3…,0x4070bfa638c263bbc3507925682fbc8a43bda159,1,1,4.0,6.9,0.14,0.858,0.723,1.0,politics
0x15852b7e6d4b5a29c1…,0x15852b7e6d4b5a29c178f8c3f493a59dfc81c3b7,1,1,4.0,6.9,0.6,0.4,0.394,1.0,other
0x69aeb868ce367a4264…,0x69aeb868ce367a4264e07dec598e6a2d1d43b470,1,1,4.0,6.9,0.41,0.59,0.394,1.0,other
0xb8160e163095a36c65…,0xb8160e163095a36c657deb0a436ccc9e67f39e90,1,4,4.0,7.0,0.725,0.274,0.854,1.0,politics
0xca4c82333671083823…,0xca4c82333671083823ab3e376fa0c791c7eb0ced,1,4,4.0,7.0,0.661,0.339,0.854,1.0,politics
0x3afb4b75b4936bfda3…,0x3afb4b75b4936bfda30787cf5802ea3a0e7c0004,1,2,4.0,7.0,0.28,0.72,0.854,1.0,politics
0xbc15bfce1c85b73b0c…,0xbc15bfce1c85b73b0cc940a2ab41d806a7c290b8,1,1,4.0,7.0,0.41,0.59,0.394,1.0,other
0x055b01959e1032f6f0…,0x055b01959e1032f6f02a771bd0fac1f74097c60c,1,1,4.0,7.0,0.41,0.59,0.394,1.0,other
0x2134561d28eb94b6d2…,0x2134561d28eb94b6d272c56b376124f5e182231c,1,1,4.0,7.0,0.41,0.59,0.394,1.0,other
0x7e31a5e9c316384836…,0x7e31a5e9c31638483614e9fd9f945bb34692454d,1,1,4.0,7.1,0.86,0.138,0.723,1.0,politics
0x67d05678b89f84f743…,0x67d05678b89f84f7432a4c8408143135c9b1db7a,1,3,4.0,7.1,0.251,0.024,0.239,1.0,politics
0x3c7fb9148972a93663…,0x3c7fb9148972a936633bd08a99e2b19f42f6fddb,1,1,4.0,7.1,0.6,0.4,0.394,1.0,other
0x28a435eb9310612a22…,0x28a435eb9310612a22d77b8ff8fe69489d1f976f,1,1,4.0,7.1,0.41,0.59,0.394,1.0,other
0xc7c1d89242ccc22485…,0xc7c1d89242ccc22485f866f62055d658a2146563,1,1,4.0,7.1,0.41,0.59,0.394,1.0,other
0xa81deaf95ecc322952…,0xa81deaf95ecc322952b7f84d2a0bc508a10dced8,1,1,4.0,7.2,0.15,0.848,0.723,1.0,politics
0x248b50b225f711e47c…,0x248b50b225f711e47c217e04eb4bffc91a73c826,1,1,4.0,7.2,0.15,0.848,0.723,1.0,politics
0x602877361594f23712…,0x602877361594f23712ea59b93bd4799f482ec86a,1,1,4.0,7.2,0.15,0.848,0.723,1.0,politics
0x4fcd0f993bc357213e…,0x4fcd0f993bc357213e242c09f82559930f8bde5e,1,3,4.0,7.2,0.727,0.273,0.855,1.0,politics
0xdcf52725ee37a07e8a…,0xdcf52725ee37a07e8ac45591c6de9119ab63829c,1,5,4.0,7.2,0.294,0.706,0.854,1.0,politics
0x09fdbae1048ab7454f…,0x09fdbae1048ab7454f2d2b0e642aa7acde6bb61e,1,1,4.0,7.2,0.24,0.76,0.854,1.0,politics
0x8d89dc0c0bb9629fe6…,0x8d89dc0c0bb9629fe63e0ecef7b57a4da68ac771,1,1,4.0,7.2,0.77,0.23,0.854,1.0,politics
0x8c66e28fbe7ede7f57…,0x8c66e28fbe7ede7f57ba6cbc70408dff442944f3,1,2,4.0,7.2,0.235,0.04,0.238,1.0,politics
0xbf0d3568e7854d4638…,0xbf0d3568e7854d46384406513872b433e2d349f8,1,1,4.0,7.2,0.6,0.4,0.394,1.0,other
0xc017667f8ca7a0d0ad…,0xc017667f8ca7a0d0ad81ee5d8dad70c42eb19ac9,1,1,4.0,7.2,0.6,0.4,0.394,1.0,other
0x357593c5676ed5a7d5…,0x357593c5676ed5a7d5a4f07b1b0a235f97f7de88,1,1,4.0,7.2,0.41,0.59,0.394,1.0,other
0xfe8931e4e2e1a2cc8d…,0xfe8931e4e2e1a2cc8d97d50ec5edaac86897e3c0,1,1,4.0,7.2,0.6,0.4,0.394,1.0,other
0x51089c0c128100e6c9…,0x51089c0c128100e6c9210759fd932aecf76d29cb,1,1,4.0,7.2,0.6,0.4,0.394,1.0,other
0xad3842476e611febf2…,0xad3842476e611febf20d0380438d1794f07e1ca1,1,1,4.0,7.2,0.41,0.59,0.394,1.0,other
0xc04800b874ce9b76a2…,0xc04800b874ce9b76a27f4d01a392ddef4680b34e,1,1,4.0,7.2,0.6,0.4,0.394,1.0,other
0x09540a4c9b004202a6…,0x09540a4c9b004202a6e1366ffcccbc449052012a,1,1,4.0,7.2,0.6,0.4,0.394,1.0,other
0xe4e6aa2f9eb66b76d3…,0xe4e6aa2f9eb66b76d372d80cd91f6bc592d04bd4,1,8,4.0,7.3,0.735,0.265,0.854,1.0,politics
0x4df5314b4834cd8567…,0x4df5314b4834cd85679dab5a9a1a39a3ed8b536a,1,1,4.0,7.3,0.41,0.59,0.394,1.0,other
0xac1c911c2e153d42d8…,0xac1c911c2e153d42d866a060c49f49cf668bd8b5,1,1,4.0,7.3,0.6,0.4,0.394,1.0,other
0xa8c63f775ddbbe66b5…,0xa8c63f775ddbbe66b56614191747def3021444e8,1,4,4.0,7.4,0.324,0.676,0.854,1.0,politics
0x5179c76d9138d51cb8…,0x5179c76d9138d51cb8dbe9f4f6b9c60f4abb05ad,1,2,4.0,7.4,0.6,0.4,0.394,1.0,other
0x87287eb65fd941398c…,0x87287eb65fd941398c115a193cd2315a4a50d237,1,1,4.0,7.4,0.6,0.4,0.394,1.0,other
0x30687f44db250f7d91…,0x30687f44db250f7d914acb4ddc9634c3400e083d,1,11,4.0,7.5,0.561,0.439,0.854,1.0,politics
0xeae1c93c8ba5ded36a…,0xeae1c93c8ba5ded36a6be65043c3d62b3ed665ec,1,3,4.0,7.5,0.507,0.493,0.855,1.0,politics
0x7bc789785a12050130…,0x7bc789785a12050130674aeddc8cbf347e363976,1,1,4.0,7.5,0.75,-0.475,0.238,1.0,politics
0x90347085ff4edd5d63…,0x90347085ff4edd5d6305eea5746d239784b0f7df,1,2,4.0,7.5,0.605,0.395,0.394,1.0,other
0x915d343271500e9cad…,0x915d343271500e9cad8d5a54d19a9fb048721f00,1,3,4.0,7.5,0.6,0.4,0.394,1.0,other
0x5b84953dd73ffd769a…,0x5b84953dd73ffd769a0ff0c2836188900fe1bbab,1,1,4.0,7.5,0.6,0.4,0.394,1.0,other
0x2b7cd70b91be581e06…,0x2b7cd70b91be581e061f6e9178067844c3614394,1,1,4.0,7.5,0.6,0.4,0.394,1.0,other
0xc4fbd57c8cdae234a9…,0xc4fbd57c8cdae234a995188393bc23caad64e34e,1,1,4.0,7.5,0.6,0.4,0.394,1.0,other
0x4143ef0935a9a50011…,0x4143ef0935a9a500114e734105f91bccb9683783,1,1,4.0,7.5,0.6,0.4,0.394,1.0,other
0x494edec53ac8e9f765…,0x494edec53ac8e9f7659488efd8932b779f1ed3db,1,1,4.0,7.5,0.41,0.59,0.394,1.0,other
0x1e0f2a7ac232e767b3…,0x1e0f2a7ac232e767b35a2ea5e9447a06c2759556,1,1,4.0,7.6,0.14,0.858,0.723,1.0,politics
0xa4babbe6b98c642de4…,0xa4babbe6b98c642de40ea990df7ccf33296ec5d8,1,1,4.0,7.6,0.16,0.838,0.723,1.0,politics
0x54c0fc9027cf8ceb6c…,0x54c0fc9027cf8ceb6c90880e8182560bb58feafc,1,4,4.0,7.6,0.297,0.703,0.854,1.0,politics
0xde8fc2229ed519fba6…,0xde8fc2229ed519fba61934a37937c24fc1c28fd8,1,1,4.0,7.6,0.75,0.25,0.854,1.0,politics
0x8002f0f17921953156…,0x8002f0f179219531566886c539aaf83967a58b6c,1,1,4.0,7.6,0.75,0.25,0.854,1.0,politics
