question,horizon_d,p_price,p_flow,outcome
Will the Cleveland Browns win Super Bowl 2026?,3,0.0005,0.0010192879102557922,0.0
Will the Cleveland Browns win Super Bowl 2026?,2,0.0005,0.0010282080804087104,0.0
Will the Cleveland Browns win Super Bowl 2026?,1,0.0005,0.0010355496647274716,0.0
Will Paris Saint-Germain win the UEFA Champions Le,3,0.59,0.9215862057388617,1.0
Will Paris Saint-Germain win the UEFA Champions Le,2,0.5885,0.9192954158822595,1.0
Will Paris Saint-Germain win the UEFA Champions Le,1,0.5895,0.8971831016244017,1.0
US x Venezuela military engagement by December 31?,1,0.0025,0.01548523363008933,0.0
Will New Hampshire be the closest state?,7,0.0025,0.565648610510557,0.0
Will New Hampshire be the closest state?,5,0.0025,0.16566799042529257,0.0
Will New Hampshire be the closest state?,3,0.0035,0.16609289450065393,0.0
Will New Hampshire be the closest state?,2,0.001,0.16609428463805023,0.0
Will New Hampshire be the closest state?,1,0.003,0.16617420974398628,0.0
Will the Las Vegas Raiders win Super Bowl 2026?,7,0.0025,0.00023800066304827957,0.0
Will the Las Vegas Raiders win Super Bowl 2026?,5,0.0015,0.0002171532583993232,0.0
Will the Las Vegas Raiders win Super Bowl 2026?,3,0.0015,0.0001849542386400204,0.0
Will the Las Vegas Raiders win Super Bowl 2026?,2,0.0015,0.00016807331297822401,0.0
Will the Las Vegas Raiders win Super Bowl 2026?,1,0.0015,0.00016889734189627647,0.0
Will the Falcons win Super Bowl 2025?,1,0.0045,0.0023322431320275,0.0
Khamenei out as Supreme Leader of Iran by January ,2,0.0195,0.0508230457472825,0.0
Khamenei out as Supreme Leader of Iran by January ,1,0.0095,0.04503136092092755,0.0
Will Jim Walden win the 2025 NYC mayoral election?,7,0.0005,0.08552138762176743,0.0
Will Jim Walden win the 2025 NYC mayoral election?,5,0.0005,0.08594396081396151,0.0
Will Jim Walden win the 2025 NYC mayoral election?,3,0.0005,0.08645873263994644,0.0
Will Jim Walden win the 2025 NYC mayoral election?,2,0.0005,0.08650335079517009,0.0
Will Jim Walden win the 2025 NYC mayoral election?,1,0.0005,0.08652816653025462,0.0
"US x Iran permanent peace deal by June 30, 2026?",2,0.9685,0.9715439015579969,1.0
"US x Iran permanent peace deal by June 30, 2026?",1,0.9965,0.9864659835655909,1.0
Fed decreases interest rates by 75+ bps after Janu,7,0.0015,0.007772276916630283,0.0
Fed decreases interest rates by 75+ bps after Janu,5,0.0005,0.00407265678550713,0.0
Fed decreases interest rates by 75+ bps after Janu,3,0.0015,0.007731578095027089,0.0
Fed decreases interest rates by 75+ bps after Janu,2,0.0005,0.006702046108642584,0.0
Fed decreases interest rates by 75+ bps after Janu,1,0.0005,0.007969897931646907,0.0
Iran x Israel/US conflict ends by April 7?,3,0.9965,0.9916643811775849,1.0
Iran x Israel/US conflict ends by April 7?,2,0.999,0.9946251328627963,1.0
Iran x Israel/US conflict ends by April 7?,1,0.9995,0.9926623058699194,1.0
Will the New Orleans Saints win Super Bowl 2026?,7,0.0015,0.0004288150798921333,0.0
Will the New Orleans Saints win Super Bowl 2026?,5,0.0005,0.00047230044307301284,0.0
Will the New Orleans Saints win Super Bowl 2026?,3,0.0005,0.00047914995933421293,0.0
Will the New Orleans Saints win Super Bowl 2026?,2,0.0005,0.00048325962403059807,0.0
Will the New Orleans Saints win Super Bowl 2026?,1,0.0005,0.00048325962403059807,0.0
Will the Democratic candidate win Nevada by 3.0%-4,7,0.001,0.9997991087293892,0.0
Will the Democratic candidate win Nevada by 3.0%-4,5,0.0005,0.9997991121849997,0.0
Will the Democratic candidate win Nevada by 3.0%-4,3,0.0005,0.9997991189123963,0.0
Will the Democratic candidate win Nevada by 3.0%-4,2,0.0005,0.9997991189123963,0.0
Will the Democratic candidate win Nevada by 3.0%-4,1,0.0005,0.9997991256393421,0.0
Will RFK Jr. win the popular vote in the 2024 Pres,7,0.0005,0.0022487549875082427,0.0
Will RFK Jr. win the popular vote in the 2024 Pres,5,0.0005,0.0023900636605985745,0.0
Will RFK Jr. win the popular vote in the 2024 Pres,3,0.0005,0.0024870300289782468,0.0
Will RFK Jr. win the popular vote in the 2024 Pres,2,0.0005,0.0025506621811502567,0.0
Will RFK Jr. win the popular vote in the 2024 Pres,1,0.0005,0.002798239449784349,0.0
Everton wins the Premier League?,7,0.0005,0.019820036469546203,0.0
Everton wins the Premier League?,5,0.0015,0.011326027460195948,0.0
Everton wins the Premier League?,3,0.0005,0.013786830460521225,0.0
Everton wins the Premier League?,2,0.0005,0.01885083885381245,0.0
Everton wins the Premier League?,1,0.0005,0.020440152930258908,0.0
Will Michelle Obama win the 2024 Democratic Presid,7,0.017,0.07991767759887321,0.0
Will Michelle Obama win the 2024 Democratic Presid,5,0.0125,0.08212278314776401,0.0
Will Michelle Obama win the 2024 Democratic Presid,3,0.006,0.07765282228086595,0.0
Will Michelle Obama win the 2024 Democratic Presid,2,0.01,0.07929502898440835,0.0
Will Michelle Obama win the 2024 Democratic Presid,1,0.0085,0.07666422038153184,0.0
Will Bayer Leverkusen win the UEFA Champions Leagu,7,0.0355,0.09626674903368551,0.0
Will Bayer Leverkusen win the UEFA Champions Leagu,5,0.0035,0.0957077552108455,0.0
Will Bayer Leverkusen win the UEFA Champions Leagu,3,0.0035,0.09549365491690831,0.0
Will Bayer Leverkusen win the UEFA Champions Leagu,2,0.0035,0.09537892878673603,0.0
Will Bayer Leverkusen win the UEFA Champions Leagu,1,0.0025,0.09521333717428337,0.0
Will Ron DeSantis win the 2024 US Presidential Ele,7,0.0005,0.4341967969776802,0.0
Will Ron DeSantis win the 2024 US Presidential Ele,5,0.0005,0.43431226873027495,0.0
Will Ron DeSantis win the 2024 US Presidential Ele,3,0.0005,0.4345886520301039,0.0
Will Ron DeSantis win the 2024 US Presidential Ele,2,0.0005,0.4348297823311952,0.0
Will Ron DeSantis win the 2024 US Presidential Ele,1,0.0005,0.4353902814976073,0.0
Will another team win La Liga?,7,0.0005,0.0077124340749240876,0.0
Will another team win La Liga?,5,0.0005,0.0077124340749240876,0.0
Will another team win La Liga?,3,0.0005,0.0077124340749240876,0.0
Will another team win La Liga?,2,0.0005,0.0077124340749240876,0.0
Will another team win La Liga?,1,0.0005,0.0077124340749240876,0.0
Fulham wins the Premier League?,7,0.0005,0.005460667660567939,0.0
Fulham wins the Premier League?,5,0.0005,0.005612473859631578,0.0
Fulham wins the Premier League?,3,0.0005,0.0056211295743544285,0.0
Fulham wins the Premier League?,2,0.0005,0.0056406895714933925,0.0
Fulham wins the Premier League?,1,0.0005,0.005661393705694258,0.0
Will the Philadelphia Flyers win the 2025 Stanley ,7,0.0005,0.008140116189076795,0.0
Will the Philadelphia Flyers win the 2025 Stanley ,5,0.0005,0.00827883536966768,0.0
Will the Philadelphia Flyers win the 2025 Stanley ,3,0.0005,0.008979863382933087,0.0
Will the Philadelphia Flyers win the 2025 Stanley ,2,0.0005,0.009520888406593047,0.0
Will the Philadelphia Flyers win the 2025 Stanley ,1,0.0005,0.009585029634305915,0.0
Bournemouth wins the Premier League?,7,0.0005,0.0026763442140631906,0.0
Bournemouth wins the Premier League?,5,0.0005,0.003086939601560065,0.0
Bournemouth wins the Premier League?,3,0.0005,0.003131590468000137,0.0
Bournemouth wins the Premier League?,2,0.0005,0.0031727634364378024,0.0
Bournemouth wins the Premier League?,1,0.0005,0.0031727634364378024,0.0
Will Keith Rabois be appointed as the next Florida,7,0.0065,0.8963667236806105,0.0
Will Keith Rabois be appointed as the next Florida,5,0.0015,0.8317785356047845,0.0
Will Keith Rabois be appointed as the next Florida,3,0.003,0.8115284198589158,0.0
Will Keith Rabois be appointed as the next Florida,2,0.0015,0.6566391988546779,0.0
Will Keith Rabois be appointed as the next Florida,1,0.0015,0.5279042723445544,0.0
Will Satoshi move any Bitcoin in 2025?,2,0.0055,0.006562908720963847,0.0
Will Satoshi move any Bitcoin in 2025?,1,0.0025,0.0034758610694617595,0.0
Will the San Jose Sharks win the 2025 Stanley Cup?,7,0.0015,0.0051759810087896275,0.0
Will the San Jose Sharks win the 2025 Stanley Cup?,5,0.0015,0.004785364093845669,0.0
Will the San Jose Sharks win the 2025 Stanley Cup?,3,0.0005,0.004560517015944073,0.0
Will the San Jose Sharks win the 2025 Stanley Cup?,2,0.0005,0.004564489485495406,0.0
Will the San Jose Sharks win the 2025 Stanley Cup?,1,0.0005,0.004579783197260964,0.0
Fed increases interest rates by 25+ bps after July,7,0.0015,0.0007315178539630949,0.0
Fed increases interest rates by 25+ bps after July,5,0.0005,0.001004995741111257,0.0
Fed increases interest rates by 25+ bps after July,3,0.0005,0.003144377886494128,0.0
Fed increases interest rates by 25+ bps after July,2,0.0005,0.004247540449233403,0.0
Fed increases interest rates by 25+ bps after July,1,0.0005,0.0055028480239574535,0.0
