date,WALCL,WTREGEN,RRPONTSYD,net_liquidity
2009-05-22,2181.632,49.838,25.0,2106.794
2009-05-25,2181.632,49.838,25.0,2106.794
2009-05-26,2181.632,49.838,25.0,2106.794
2009-05-27,2080.1150000000002,26.692,25.0,2028.4230000000002
2009-05-28,2080.1150000000002,26.692,25.0,2028.4230000000002
2009-05-29,2080.1150000000002,26.692,25.0,2028.4230000000002
2009-06-01,2080.1150000000002,26.692,25.0,2028.4230000000002
2009-06-02,2080.1150000000002,26.692,25.0,2028.4230000000002
2009-06-03,2077.695,32.573,25.0,2020.122
2009-06-04,2077.695,32.573,25.0,2020.122
2009-06-05,2077.695,32.573,25.0,2020.122
2009-06-08,2077.695,32.573,25.0,2020.122
2009-06-09,2077.695,32.573,25.0,2020.122
2009-06-10,2052.297,31.392,25.0,1995.905
2009-06-11,2052.297,31.392,25.0,1995.905
2009-06-12,2052.297,31.392,25.0,1995.905
2009-06-15,2052.297,31.392,25.0,1995.905
2009-06-16,2052.297,31.392,25.0,1995.905
2009-06-17,2072.527,42.257,25.0,2005.27
2009-06-18,2072.527,42.257,25.0,2005.27
2009-06-19,2072.527,42.257,25.0,2005.27
2009-06-22,2072.527,42.257,25.0,2005.27
2009-06-23,2072.527,42.257,25.0,2005.27
2009-06-24,2025.5710000000001,118.671,25.0,1881.9
2009-06-25,2025.5710000000001,118.671,25.0,1881.9
2009-06-26,2025.5710000000001,118.671,25.0,1881.9
2009-06-29,2025.5710000000001,118.671,25.0,1881.9
2009-06-30,2025.5710000000001,118.671,25.0,1881.9
2009-07-01,2005.627,71.99,25.0,1908.637
2009-07-02,2005.627,71.99,25.0,1908.637
2009-07-03,2005.627,71.99,25.0,1908.637
2009-07-06,2005.627,71.99,25.0,1908.637
2009-07-07,2005.627,71.99,25.0,1908.637
2009-07-08,1992.74,34.2,25.0,1933.54
2009-07-09,1992.74,34.2,25.0,1933.54
2009-07-10,1992.74,34.2,25.0,1933.54
2009-07-13,1992.74,34.2,25.0,1933.54
2009-07-14,1992.74,34.2,25.0,1933.54
2009-07-15,2072.451,26.431,25.0,2021.02
2009-07-16,2072.451,26.431,25.0,2021.02
2009-07-17,2072.451,26.431,25.0,2021.02
2009-07-20,2072.451,26.431,25.0,2021.02
2009-07-21,2072.451,26.431,25.0,2021.02
2009-07-22,2039.001,73.188,25.0,1940.8129999999999
2009-07-23,2039.001,73.188,25.0,1940.8129999999999
2009-07-24,2039.001,73.188,25.0,1940.8129999999999
2009-07-27,2039.001,73.188,25.0,1940.8129999999999
2009-07-28,2039.001,73.188,25.0,1940.8129999999999
2009-07-29,2000.547,61.406,25.0,1914.141
2009-07-30,2000.547,61.406,25.0,1914.141
2009-07-31,2000.547,61.406,25.0,1914.141
2009-08-03,2000.547,61.406,25.0,1914.141
2009-08-04,2000.547,61.406,25.0,1914.141
2009-08-05,1989.203,70.812,25.0,1893.391
2009-08-06,1989.203,70.812,25.0,1893.391
2009-08-07,1989.203,70.812,25.0,1893.391
2009-08-10,1989.203,70.812,25.0,1893.391
2009-08-11,1989.203,70.812,25.0,1893.391
2009-08-12,2014.8990000000001,48.217,25.0,1941.682
2009-08-13,2014.8990000000001,48.217,25.0,1941.682
2009-08-14,2014.8990000000001,48.217,25.0,1941.682
2009-08-17,2014.8990000000001,48.217,25.0,1941.682
2009-08-18,2014.8990000000001,48.217,25.0,1941.682
2009-08-19,2060.641,29.767,25.0,2005.874
2009-08-20,2060.641,29.767,25.0,2005.874
2009-08-21,2060.641,29.767,25.0,2005.874
2009-08-24,2060.641,29.767,25.0,2005.874
2009-08-25,2060.641,29.767,25.0,2005.874
2009-08-26,2074.902,26.273,25.0,2023.629
2009-08-27,2074.902,26.273,25.0,2023.629
2009-08-28,2074.902,26.273,25.0,2023.629
2009-08-31,2074.902,26.273,25.0,2023.629
2009-09-01,2074.902,26.273,25.0,2023.629
2009-09-02,2083.7200000000003,35.581,25.0,2023.1390000000001
2009-09-03,2083.7200000000003,35.581,25.0,2023.1390000000001
2009-09-04,2083.7200000000003,35.581,25.0,2023.1390000000001
2009-09-07,2083.7200000000003,35.581,25.0,2023.1390000000001
2009-09-08,2083.7200000000003,35.581,25.0,2023.1390000000001
2009-09-09,2087.946,16.798000000000002,25.0,2046.1480000000001
2009-09-10,2087.946,16.798000000000002,25.0,2046.1480000000001
2009-09-11,2087.946,16.798000000000002,25.0,2046.1480000000001
2009-09-14,2087.946,16.798000000000002,25.0,2046.1480000000001
2009-09-15,2087.946,16.798000000000002,25.0,2046.1480000000001
2009-09-16,2139.783,25.346,25.0,2089.437
2009-09-17,2139.783,25.346,25.0,2089.437
2009-09-18,2139.783,25.346,25.0,2089.437
2009-09-21,2139.783,25.346,25.0,2089.437
2009-09-22,2139.783,25.346,25.0,2089.437
2009-09-23,2158.631,53.301,25.0,2080.33
2009-09-24,2158.631,53.301,25.0,2080.33
2009-09-25,2158.631,53.301,25.0,2080.33
2009-09-28,2158.631,53.301,25.0,2080.33
2009-09-29,2158.631,53.301,25.0,2080.33
2009-09-30,2141.02,37.910000000000004,25.0,2078.11
2009-10-01,2141.02,37.910000000000004,25.0,2078.11
2009-10-02,2141.02,37.910000000000004,25.0,2078.11
2009-10-05,2141.02,37.910000000000004,25.0,2078.11
2009-10-06,2141.02,37.910000000000004,25.0,2078.11
2009-10-07,2138.0860000000002,41.579,25.0,2071.507
2009-10-08,2138.0860000000002,41.579,25.0,2071.507
2009-10-09,2138.0860000000002,41.579,25.0,2071.507
2009-10-12,2138.0860000000002,41.579,25.0,2071.507
2009-10-13,2138.0860000000002,41.579,25.0,2071.507
2009-10-14,2192.7870000000003,23.173000000000002,25.0,2144.6140000000005
2009-10-15,2192.7870000000003,23.173000000000002,25.0,2144.6140000000005
2009-10-16,2192.7870000000003,23.173000000000002,25.0,2144.6140000000005
2009-10-19,2192.7870000000003,23.173000000000002,25.0,2144.6140000000005
2009-10-20,2192.7870000000003,23.173000000000002,25.0,2144.6140000000005
2009-10-21,2201.119,83.461,25.0,2092.6580000000004
2009-10-22,2201.119,83.461,25.0,2092.6580000000004
2009-10-23,2201.119,83.461,25.0,2092.6580000000004
2009-10-26,2201.119,83.461,25.0,2092.6580000000004
2009-10-27,2201.119,83.461,25.0,2092.6580000000004
2009-10-28,2161.5370000000003,43.241,25.0,2093.2960000000003
2009-10-29,2161.5370000000003,43.241,25.0,2093.2960000000003
2009-10-30,2161.5370000000003,43.241,25.0,2093.2960000000003
2009-11-02,2161.5370000000003,43.241,25.0,2093.2960000000003
2009-11-03,2161.5370000000003,43.241,25.0,2093.2960000000003
2009-11-04,2165.067,49.511,25.0,2090.556
2009-11-05,2165.067,49.511,25.0,2090.556
2009-11-06,2165.067,49.511,25.0,2090.556
2009-11-09,2165.067,49.511,25.0,2090.556
2009-11-10,2165.067,49.511,25.0,2090.556
2009-11-11,2135.035,74.637,25.0,2035.3979999999997
2009-11-12,2135.035,74.637,25.0,2035.3979999999997
2009-11-13,2135.035,74.637,25.0,2035.3979999999997
2009-11-16,2135.035,74.637,25.0,2035.3979999999997
2009-11-17,2135.035,74.637,25.0,2035.3979999999997
2009-11-18,2208.721,61.634,25.0,2122.087
2009-11-19,2208.721,61.634,25.0,2122.087
2009-11-20,2208.721,61.634,25.0,2122.087
2009-11-23,2208.721,61.634,25.0,2122.087
2009-11-24,2208.721,61.634,25.0,2122.087
2009-11-25,2206.359,25.904,25.0,2155.455
2009-11-26,2206.359,25.904,25.0,2155.455
2009-11-27,2206.359,25.904,25.0,2155.455
2009-11-30,2206.359,25.904,25.0,2155.455
2009-12-01,2206.359,25.904,25.0,2155.455
2009-12-02,2204.074,38.243,25.0,2140.831
2009-12-03,2204.074,38.243,25.0,2140.831
2009-12-04,2204.074,38.243,0.18,2165.6510000000003
2009-12-07,2204.074,38.243,0.18,2165.6510000000003
2009-12-08,2204.074,38.243,0.18,2165.6510000000003
2009-12-09,2186.3830000000003,31.793,0.18,2154.4100000000003
2009-12-10,2186.3830000000003,31.793,0.225,2154.3650000000002
2009-12-11,2186.3830000000003,31.793,0.225,2154.3650000000002
2009-12-14,2186.3830000000003,31.793,0.225,2154.3650000000002
2009-12-15,2186.3830000000003,31.793,0.225,2154.3650000000002
2009-12-16,2235.763,76.741,0.225,2158.797
2009-12-17,2235.763,76.741,0.225,2158.797
2009-12-18,2235.763,76.741,0.225,2158.797
2009-12-21,2235.763,76.741,0.225,2158.797
2009-12-22,2235.763,76.741,0.225,2158.797
2009-12-23,2235.803,94.95100000000001,0.225,2140.627
2009-12-24,2235.803,94.95100000000001,0.225,2140.627
2009-12-25,2235.803,94.95100000000001,0.225,2140.627
2009-12-28,2235.803,94.95100000000001,0.225,2140.627
2009-12-29,2235.803,94.95100000000001,0.225,2140.627
2009-12-30,2234.067,118.523,0.225,2115.319
2009-12-31,2234.067,118.523,0.225,2115.319
2010-01-01,2234.067,118.523,0.225,2115.319
2010-01-04,2234.067,118.523,0.225,2115.319
2010-01-05,2234.067,118.523,0.225,2115.319
2010-01-06,2235.304,178.34300000000002,0.225,2056.7360000000003
2010-01-07,2235.304,178.34300000000002,0.225,2056.7360000000003
2010-01-08,2235.304,178.34300000000002,0.225,2056.7360000000003
2010-01-11,2235.304,178.34300000000002,0.225,2056.7360000000003
2010-01-12,2235.304,178.34300000000002,0.225,2056.7360000000003
2010-01-13,2291.7000000000003,136.382,0.225,2155.0930000000003
2010-01-14,2291.7000000000003,136.382,0.225,2155.0930000000003
2010-01-15,2291.7000000000003,136.382,0.225,2155.0930000000003
2010-01-18,2291.7000000000003,136.382,0.225,2155.0930000000003
2010-01-19,2291.7000000000003,136.382,0.225,2155.0930000000003
2010-01-20,2251.806,143.90800000000002,0.225,2107.6730000000002
2010-01-21,2251.806,143.90800000000002,0.225,2107.6730000000002
2010-01-22,2251.806,143.90800000000002,0.225,2107.6730000000002
2010-01-25,2251.806,143.90800000000002,0.225,2107.6730000000002
2010-01-26,2251.806,143.90800000000002,0.225,2107.6730000000002
2010-01-27,2246.886,135.038,0.225,2111.623
2010-01-28,2246.886,135.038,0.225,2111.623
2010-01-29,2246.886,135.038,0.225,2111.623
2010-02-01,2246.886,135.038,0.225,2111.623
2010-02-02,2246.886,135.038,0.225,2111.623
2010-02-03,2249.319,109.506,0.225,2139.588
2010-02-04,2249.319,109.506,0.225,2139.588
2010-02-05,2249.319,109.506,0.225,2139.588
2010-02-08,2249.319,109.506,0.225,2139.588
2010-02-09,2249.319,109.506,0.225,2139.588
2010-02-10,2256.679,79.862,0.225,2176.592
2010-02-11,2256.679,79.862,0.225,2176.592
2010-02-12,2256.679,79.862,0.225,2176.592
2010-02-15,2256.679,79.862,0.225,2176.592
2010-02-16,2256.679,79.862,0.225,2176.592
2010-02-17,2277.574,46.480000000000004,0.225,2230.869
2010-02-18,2277.574,46.480000000000004,0.225,2230.869
2010-02-19,2277.574,46.480000000000004,0.225,2230.869
2010-02-22,2277.574,46.480000000000004,0.225,2230.869
2010-02-23,2277.574,46.480000000000004,0.225,2230.869
2010-02-24,2286.127,32.891,0.225,2253.011
2010-02-25,2286.127,32.891,0.225,2253.011
2010-02-26,2286.127,32.891,0.225,2253.011
2010-03-01,2286.127,32.891,0.225,2253.011
2010-03-02,2286.127,32.891,0.225,2253.011
2010-03-03,2280.147,38.894,0.225,2241.0280000000002
2010-03-04,2280.147,38.894,0.225,2241.0280000000002
2010-03-05,2280.147,38.894,0.225,2241.0280000000002
2010-03-08,2280.147,38.894,0.225,2241.0280000000002
2010-03-09,2280.147,38.894,0.225,2241.0280000000002
2010-03-10,2282.474,36.142,0.225,2246.1070000000004
2010-03-11,2282.474,36.142,0.225,2246.1070000000004
2010-03-12,2282.474,36.142,0.225,2246.1070000000004
2010-03-15,2282.474,36.142,0.225,2246.1070000000004
2010-03-16,2282.474,36.142,0.225,2246.1070000000004
2010-03-17,2307.997,52.167,0.225,2255.605
2010-03-18,2307.997,52.167,0.225,2255.605
2010-03-19,2307.997,52.167,0.225,2255.605
2010-03-22,2307.997,52.167,0.225,2255.605
2010-03-23,2307.997,52.167,0.225,2255.605
2010-03-24,2313.149,67.603,0.225,2245.321
2010-03-25,2313.149,67.603,0.225,2245.321
2010-03-26,2313.149,67.603,0.225,2245.321
2010-03-29,2313.149,67.603,0.225,2245.321
2010-03-30,2313.149,67.603,0.225,2245.321
2010-03-31,2307.15,35.896,0.225,2271.029
2010-04-01,2307.15,35.896,0.225,2271.029
2010-04-02,2307.15,35.896,0.225,2271.029
2010-04-05,2307.15,35.896,0.225,2271.029
2010-04-06,2307.15,35.896,0.225,2271.029
2010-04-07,2307.5750000000003,19.091,0.225,2288.2590000000005
2010-04-08,2307.5750000000003,19.091,0.225,2288.2590000000005
2010-04-09,2307.5750000000003,19.091,0.225,2288.2590000000005
2010-04-12,2307.5750000000003,19.091,0.225,2288.2590000000005
2010-04-13,2307.5750000000003,19.091,0.225,2288.2590000000005
2010-04-14,2339.3450000000003,11.666,0.225,2327.454
2010-04-15,2339.3450000000003,11.666,0.225,2327.454
2010-04-16,2339.3450000000003,11.666,0.225,2327.454
2010-04-19,2339.3450000000003,11.666,0.225,2327.454
2010-04-20,2339.3450000000003,11.666,0.225,2327.454
2010-04-21,2337.556,46.088,0.225,2291.243
2010-04-22,2337.556,46.088,0.225,2291.243
2010-04-23,2337.556,46.088,0.225,2291.243
2010-04-26,2337.556,46.088,0.225,2291.243
2010-04-27,2337.556,46.088,0.225,2291.243
2010-04-28,2330.472,57.162,0.225,2273.0850000000005
2010-04-29,2330.472,57.162,0.225,2273.0850000000005
2010-04-30,2330.472,57.162,0.225,2273.0850000000005
2010-05-03,2330.472,57.162,0.225,2273.0850000000005
2010-05-04,2330.472,57.162,0.225,2273.0850000000005
2010-05-05,2326.164,76.667,0.225,2249.2720000000004
2010-05-06,2326.164,76.667,0.225,2249.2720000000004
2010-05-07,2326.164,76.667,0.225,2249.2720000000004
2010-05-10,2326.164,76.667,0.225,2249.2720000000004
2010-05-11,2326.164,76.667,0.225,2249.2720000000004
2010-05-12,2336.103,34.305,0.225,2301.5730000000003
2010-05-13,2336.103,34.305,0.225,2301.5730000000003
2010-05-14,2336.103,34.305,0.225,2301.5730000000003
2010-05-17,2336.103,34.305,0.225,2301.5730000000003
2010-05-18,2336.103,34.305,0.225,2301.5730000000003
2010-05-19,2350.89,21.159,0.225,2329.506
2010-05-20,2350.89,21.159,0.225,2329.506
2010-05-21,2350.89,21.159,0.225,2329.506
2010-05-24,2350.89,21.159,0.225,2329.506
2010-05-25,2350.89,21.159,0.225,2329.506
2010-05-26,2334.041,26.077,0.225,2307.739
2010-05-27,2334.041,26.077,0.225,2307.739
2010-05-28,2334.041,26.077,0.225,2307.739
2010-05-31,2334.041,26.077,0.225,2307.739
2010-06-01,2334.041,26.077,0.225,2307.739
2010-06-02,2336.216,33.135,0.225,2302.8559999999998
2010-06-03,2336.216,33.135,0.225,2302.8559999999998
2010-06-04,2336.216,33.135,0.225,2302.8559999999998
2010-06-07,2336.216,33.135,0.225,2302.8559999999998
2010-06-08,2336.216,33.135,0.225,2302.8559999999998
2010-06-09,2331.529,32.796,0.225,2298.5080000000003
2010-06-10,2331.529,32.796,0.225,2298.5080000000003
2010-06-11,2331.529,32.796,0.225,2298.5080000000003
2010-06-14,2331.529,32.796,0.225,2298.5080000000003
2010-06-15,2331.529,32.796,0.225,2298.5080000000003
2010-06-16,2344.3160000000003,29.199,0.225,2314.8920000000003
2010-06-17,2344.3160000000003,29.199,0.225,2314.8920000000003
2010-06-18,2344.3160000000003,29.199,0.225,2314.8920000000003
2010-06-21,2344.3160000000003,29.199,0.225,2314.8920000000003
2010-06-22,2344.3160000000003,29.199,0.225,2314.8920000000003
2010-06-23,2344.497,45.852000000000004,0.225,2298.42
2010-06-24,2344.497,45.852000000000004,0.225,2298.42
2010-06-25,2344.497,45.852000000000004,0.225,2298.42
2010-06-28,2344.497,45.852000000000004,0.225,2298.42
2010-06-29,2344.497,45.852000000000004,0.225,2298.42
2010-06-30,2330.851,40.112,0.225,2290.514
2010-07-01,2330.851,40.112,0.225,2290.514
2010-07-02,2330.851,40.112,0.225,2290.514
2010-07-05,2330.851,40.112,0.225,2290.514
2010-07-06,2330.851,40.112,0.225,2290.514
2010-07-07,2332.017,25.984,0.225,2305.808
2010-07-08,2332.017,25.984,0.225,2305.808
2010-07-09,2332.017,25.984,0.225,2305.808
2010-07-12,2332.017,25.984,0.225,2305.808
2010-07-13,2332.017,25.984,0.225,2305.808
2010-07-14,2340.717,18.262,0.225,2322.23
2010-07-15,2340.717,18.262,0.225,2322.23
2010-07-16,2340.717,18.262,0.225,2322.23
2010-07-19,2340.717,18.262,0.225,2322.23
2010-07-20,2340.717,18.262,0.225,2322.23
2010-07-21,2332.322,51.307,0.225,2280.7900000000004
2010-07-22,2332.322,51.307,0.225,2280.7900000000004
2010-07-23,2332.322,51.307,0.225,2280.7900000000004
2010-07-26,2332.322,51.307,0.225,2280.7900000000004
2010-07-27,2332.322,51.307,0.225,2280.7900000000004
2010-07-28,2325.2980000000002,41.603,0.225,2283.4700000000003
2010-07-29,2325.2980000000002,41.603,0.225,2283.4700000000003
2010-07-30,2325.2980000000002,41.603,0.225,2283.4700000000003
2010-08-02,2325.2980000000002,41.603,0.225,2283.4700000000003
2010-08-03,2325.2980000000002,41.603,0.225,2283.4700000000003
2010-08-04,2326.4790000000003,27.377,0.225,2298.8770000000004
2010-08-05,2326.4790000000003,27.377,0.225,2298.8770000000004
2010-08-06,2326.4790000000003,27.377,0.225,2298.8770000000004
2010-08-09,2326.4790000000003,27.377,0.225,2298.8770000000004
2010-08-10,2326.4790000000003,27.377,0.225,2298.8770000000004
2010-08-11,2327.533,36.113,0.225,2291.195
2010-08-12,2327.533,36.113,0.18,2291.2400000000002
2010-08-13,2327.533,36.113,0.18,2291.2400000000002
2010-08-16,2327.533,36.113,0.18,2291.2400000000002
2010-08-17,2327.533,36.113,0.18,2291.2400000000002
2010-08-18,2313.6620000000003,28.343,0.18,2285.1390000000006
2010-08-19,2313.6620000000003,28.343,0.18,2285.1390000000006
2010-08-20,2313.6620000000003,28.343,0.18,2285.1390000000006
2010-08-23,2313.6620000000003,28.343,0.18,2285.1390000000006
2010-08-24,2313.6620000000003,28.343,0.18,2285.1390000000006
2010-08-25,2301.015,18.823,0.18,2282.012
2010-08-26,2301.015,18.823,0.18,2282.012
2010-08-27,2301.015,18.823,0.18,2282.012
2010-08-30,2301.015,18.823,0.18,2282.012
2010-08-31,2301.015,18.823,0.18,2282.012
2010-09-01,2301.996,23.113,0.18,2278.7030000000004
2010-09-02,2301.996,23.113,0.18,2278.7030000000004
2010-09-03,2301.996,23.113,0.18,2278.7030000000004
2010-09-06,2301.996,23.113,0.18,2278.7030000000004
2010-09-07,2301.996,23.113,0.18,2278.7030000000004
2010-09-08,2305.802,23.062,0.18,2282.5600000000004
2010-09-09,2305.802,23.062,0.18,2282.5600000000004
2010-09-10,2305.802,23.062,0.18,2282.5600000000004
2010-09-13,2305.802,23.062,0.18,2282.5600000000004
2010-09-14,2305.802,23.062,0.18,2282.5600000000004
2010-09-15,2296.079,22.341,0.18,2273.5580000000004
2010-09-16,2296.079,22.341,0.18,2273.5580000000004
2010-09-17,2296.079,22.341,0.18,2273.5580000000004
2010-09-20,2296.079,22.341,0.18,2273.5580000000004
2010-09-21,2296.079,22.341,0.18,2273.5580000000004
2010-09-22,2307.171,77.377,0.18,2229.614
2010-09-23,2307.171,77.377,0.18,2229.614
2010-09-24,2307.171,77.377,0.18,2229.614
2010-09-27,2307.171,77.377,0.18,2229.614
2010-09-28,2307.171,77.377,0.18,2229.614
2010-09-29,2298.6910000000003,57.576,0.18,2240.9350000000004
2010-09-30,2298.6910000000003,57.576,0.18,2240.9350000000004
2010-10-01,2298.6910000000003,57.576,0.18,2240.9350000000004
2010-10-04,2298.6910000000003,57.576,0.18,2240.9350000000004
2010-10-05,2298.6910000000003,57.576,0.18,2240.9350000000004
2010-10-06,2308.092,58.125,0.18,2249.7870000000003
2010-10-07,2308.092,58.125,0.18,2249.7870000000003
2010-10-08,2308.092,58.125,0.18,2249.7870000000003
2010-10-11,2308.092,58.125,0.18,2249.7870000000003
2010-10-12,2308.092,58.125,0.18,2249.7870000000003
2010-10-13,2309.885,22.78,0.18,2286.925
2010-10-14,2309.885,22.78,0.18,2286.925
2010-10-15,2309.885,22.78,0.18,2286.925
2010-10-18,2309.885,22.78,0.18,2286.925
2010-10-19,2309.885,22.78,0.18,2286.925
2010-10-20,2305.227,49.934,0.18,2255.113
2010-10-21,2305.227,49.934,0.18,2255.113
2010-10-22,2305.227,49.934,0.18,2255.113
2010-10-25,2305.227,49.934,0.18,2255.113
2010-10-26,2305.227,49.934,0.18,2255.113
2010-10-27,2295.392,37.919000000000004,0.18,2257.293
2010-10-28,2295.392,37.919000000000004,0.18,2257.293
2010-10-29,2295.392,37.919000000000004,0.18,2257.293
2010-11-01,2295.392,37.919000000000004,0.18,2257.293
2010-11-02,2295.392,37.919000000000004,0.18,2257.293
2010-11-03,2300.353,34.276,0.18,2265.8970000000004
2010-11-04,2300.353,34.276,0.18,2265.8970000000004
2010-11-05,2300.353,34.276,0.18,2265.8970000000004
2010-11-08,2300.353,34.276,0.18,2265.8970000000004
2010-11-09,2300.353,34.276,0.18,2265.8970000000004
2010-11-10,2312.768,21.585,0.18,2291.003
2010-11-11,2312.768,21.585,0.18,2291.003
2010-11-12,2312.768,21.585,0.18,2291.003
2010-11-15,2312.768,21.585,0.18,2291.003
2010-11-16,2312.768,21.585,0.18,2291.003
2010-11-17,2314.757,21.787,0.18,2292.7900000000004
2010-11-18,2314.757,21.787,0.18,2292.7900000000004
2010-11-19,2314.757,21.787,0.18,2292.7900000000004
2010-11-22,2314.757,21.787,0.18,2292.7900000000004
2010-11-23,2314.757,21.787,0.18,2292.7900000000004
2010-11-24,2346.001,29.391000000000002,0.18,2316.4300000000003
2010-11-25,2346.001,29.391000000000002,0.18,2316.4300000000003
2010-11-26,2346.001,29.391000000000002,0.18,2316.4300000000003
2010-11-29,2346.001,29.391000000000002,0.18,2316.4300000000003
2010-11-30,2346.001,29.391000000000002,0.18,2316.4300000000003
2010-12-01,2346.92,35.378,0.18,2311.362
2010-12-02,2346.92,35.378,0.18,2311.362
2010-12-03,2346.92,35.378,0.18,2311.362
2010-12-06,2346.92,35.378,0.18,2311.362
2010-12-07,2346.92,35.378,0.18,2311.362
2010-12-08,2382.294,21.184,0.18,2360.93
2010-12-09,2382.294,21.184,0.18,2360.93
2010-12-10,2382.294,21.184,0.18,2360.93
2010-12-13,2382.294,21.184,0.18,2360.93
2010-12-14,2382.294,21.184,0.18,2360.93
2010-12-15,2385.754,30.093,0.18,2355.481
2010-12-16,2385.754,30.093,0.18,2355.481
2010-12-17,2385.754,30.093,0.18,2355.481
2010-12-20,2385.754,30.093,0.18,2355.481
2010-12-21,2385.754,30.093,0.18,2355.481
2010-12-22,2427.9210000000003,91.479,0.18,2336.2620000000006
2010-12-23,2427.9210000000003,91.479,0.18,2336.2620000000006
2010-12-24,2427.9210000000003,91.479,0.18,2336.2620000000006
2010-12-27,2427.9210000000003,91.479,0.18,2336.2620000000006
2010-12-28,2427.9210000000003,91.479,0.18,2336.2620000000006
2010-12-29,2420.57,87.47200000000001,0.18,2332.918
2010-12-30,2420.57,87.47200000000001,0.18,2332.918
2010-12-31,2420.57,87.47200000000001,0.18,2332.918
2011-01-03,2420.57,87.47200000000001,0.18,2332.918
2011-01-04,2420.57,87.47200000000001,0.18,2332.918
2011-01-05,2436.064,115.386,0.18,2320.498
2011-01-06,2436.064,115.386,0.18,2320.498
2011-01-07,2436.064,115.386,0.18,2320.498
2011-01-10,2436.064,115.386,0.18,2320.498
2011-01-11,2436.064,115.386,0.18,2320.498
2011-01-12,2468.131,89.107,0.18,2378.844
2011-01-13,2468.131,89.107,0.18,2378.844
2011-01-14,2468.131,89.107,0.18,2378.844
2011-01-17,2468.131,89.107,0.18,2378.844
2011-01-18,2468.131,89.107,0.18,2378.844
2011-01-19,2425.164,58.958,0.18,2366.0260000000003
2011-01-20,2425.164,58.958,0.18,2366.0260000000003
2011-01-21,2425.164,58.958,0.18,2366.0260000000003
2011-01-24,2425.164,58.958,0.18,2366.0260000000003
2011-01-25,2425.164,58.958,0.18,2366.0260000000003
2011-01-26,2443.527,91.70400000000001,0.18,2351.643
2011-01-27,2443.527,91.70400000000001,0.18,2351.643
2011-01-28,2443.527,91.70400000000001,0.18,2351.643
2011-01-31,2443.527,91.70400000000001,0.18,2351.643
2011-02-01,2443.527,91.70400000000001,0.18,2351.643
2011-02-02,2469.419,97.31400000000001,0.18,2371.925
2011-02-03,2469.419,97.31400000000001,0.18,2371.925
2011-02-04,2469.419,97.31400000000001,0.18,2371.925
2011-02-07,2469.419,97.31400000000001,0.18,2371.925
2011-02-08,2469.419,97.31400000000001,0.18,2371.925
2011-02-09,2500.481,81.217,0.18,2419.0840000000003
2011-02-10,2500.481,81.217,0.18,2419.0840000000003
2011-02-11,2500.481,81.217,0.18,2419.0840000000003
2011-02-14,2500.481,81.217,0.18,2419.0840000000003
2011-02-15,2500.481,81.217,0.18,2419.0840000000003
2011-02-16,2508.868,46.423,0.18,2462.265
2011-02-17,2508.868,46.423,0.18,2462.265
2011-02-18,2508.868,46.423,0.18,2462.265
2011-02-21,2508.868,46.423,0.18,2462.265
2011-02-22,2508.868,46.423,0.18,2462.265
2011-02-23,2533.221,40.558,0.18,2492.483
2011-02-24,2533.221,40.558,0.18,2492.483
2011-02-25,2533.221,40.558,0.18,2492.483
2011-02-28,2533.221,40.558,0.18,2492.483
2011-03-01,2533.221,40.558,0.18,2492.483
2011-03-02,2545.119,47.058,0.18,2497.8810000000003
2011-03-03,2545.119,47.058,0.18,2497.8810000000003
2011-03-04,2545.119,47.058,0.18,2497.8810000000003
2011-03-07,2545.119,47.058,0.18,2497.8810000000003
2011-03-08,2545.119,47.058,0.18,2497.8810000000003
2011-03-09,2577.076,35.841,0.18,2541.0550000000003
2011-03-10,2577.076,35.841,0.18,2541.0550000000003
2011-03-11,2577.076,35.841,0.18,2541.0550000000003
2011-03-14,2577.076,35.841,0.18,2541.0550000000003
2011-03-15,2577.076,35.841,0.18,2541.0550000000003
2011-03-16,2583.0460000000003,42.088,0.18,2540.7780000000002
2011-03-17,2583.0460000000003,42.088,0.18,2540.7780000000002
2011-03-18,2583.0460000000003,42.088,0.18,2540.7780000000002
2011-03-21,2583.0460000000003,42.088,0.18,2540.7780000000002
2011-03-22,2583.0460000000003,42.088,0.18,2540.7780000000002
2011-03-23,2601.341,87.28,0.18,2513.881
2011-03-24,2601.341,87.28,0.18,2513.881
2011-03-25,2601.341,87.28,0.31,2513.7509999999997
2011-03-28,2601.341,87.28,0.31,2513.7509999999997
2011-03-29,2601.341,87.28,0.31,2513.7509999999997
2011-03-30,2622.523,58.515,0.77,2563.2380000000003
2011-03-31,2622.523,58.515,0.77,2563.2380000000003
2011-04-01,2622.523,58.515,0.77,2563.2380000000003
2011-04-04,2622.523,58.515,0.77,2563.2380000000003
2011-04-05,2622.523,58.515,0.77,2563.2380000000003
2011-04-06,2648.676,54.802,0.77,2593.104
2011-04-07,2648.676,54.802,0.77,2593.104
2011-04-08,2648.676,54.802,0.77,2593.104
2011-04-11,2648.676,54.802,0.77,2593.104
2011-04-12,2648.676,54.802,0.77,2593.104
2011-04-13,2665.408,25.419,0.77,2639.219
2011-04-14,2665.408,25.419,0.77,2639.219
2011-04-15,2665.408,25.419,0.77,2639.219
2011-04-18,2665.408,25.419,0.77,2639.219
2011-04-19,2665.408,25.419,0.77,2639.219
2011-04-20,2685.782,73.268,0.77,2611.744
2011-04-21,2685.782,73.268,0.77,2611.744
